id,dateoccurred,yearoccurred,monthoccurred,dayoccurred,timeoccurred,month,year,ucr,crime,description,newcrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationname,locationcomment,xcoord,ycoord,_source,street1,street2
256157,11may2012,2012,5,11,1500,May,2012,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,9,37,0,INTERSTATE 64 / MARK,,,,,0,0,May2012.dta,INTERSTATE 64 , MARK
256165,11may2012,2012,5,11,1534,May,2012,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,5,68,0,@OFALLON PARK,,,,OFALLON PARK,0,0,May2012.dta,,OFALLON PARK
256577,14may2012,2012,5,14,655,May,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,35,0,E70 / MEMORIAL,,,,,0,0,May2012.dta,E70 , MEMORIAL
256657,14may2012,2012,5,14,1848,May,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,40,0,EASTBOUND I-64 / S K,,KINGSHIGHWAY,,,0,0,May2012.dta,EASTBOUND I-64 , S K
256797,15may2012,2012,5,15,1828,May,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,9,28,0,I 44 EASTBOUND / KLE,,,,,0,0,May2012.dta,I 44 EASTBOUND , KLE
257101,17may2012,2012,5,17,1825,May,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,73,0,HALLS FERRY CIR / RI,,,,,0,0,May2012.dta,HALLS FERRY CIR , RI
257362,19may2012,2012,5,19,1030,May,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,82,0,TAMM / WELL DR,,GOVERNMENT,FOREST PARK,@ZOO,0,0,May2012.dta,TAMM , WELL DR
259971,04jun2012,2012,6,4,1,June,2012,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,0,0,0,HWY 44 WB / GRAVOIS,,PULASKI,,HWY 44 / HWY 55 SPLIT,0,0,June2012.dta,HWY 44 WB , GRAVOIS
260705,08jun2012,2012,6,8,2047,June,2012,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,0,0,0,3900 S BROADWAY / KE,,,,,0,0,June2012.dta,3900 S BROADWAY , KE
260899,10jun2012,2012,6,10,30,June,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,0,0,WASHINGTON @ 8TH STR,,BESSIE,,,0,0,June2012.dta,WASHINGTON , 8TH STR
260970,10jun2012,2012,6,10,1406,June,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,0,0,1-44 WESTBOUND / I-6,,,,,0,0,June2012.dta,1-44 WESTBOUND , I-6
261016,10jun2012,2012,6,10,1930,June,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,0,0,I 70 @ N. BROADWAY,,,,EXIT RAMP,0,0,June2012.dta,I 70 , N. BROADWAY
262648,21jun2012,2012,6,21,1100,June,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,0,0,ADELAIDE AVE / CARTE,,,,,0,0,June2012.dta,ADELAIDE AVE , CARTE
262955,23jun2012,2012,6,23,1415,June,2012,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,3,0,0,@TOWER GROVE PARK,,,TOWER GROVE PARK,PRIDE FEST,0,0,June2012.dta,,TOWER GROVE PARK
266588,15jul2012,2012,7,15,1313,July,2012,Other Offense,265999,SAFETY-OTHR UNSPEC SAFETY VIOLATION,Yes,No,No,1,1,17,0,OHIO/ S BROADWAY,,,,,0,0,July2012.dta,OHIO, S BROADWAY
266690,16jul2012,2012,7,16,230,July,2012,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,19,0,CHEROKEE/IOWA,,,,,0,0,July2012.dta,CHEROKEE,IOWA
266922,17jul2012,2012,7,17,1800,July,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,35,0,CONVENTION / M L K,,,,,0,0,July2012.dta,CONVENTION , M L K
268952,31jul2012,2012,7,31,1100,July,2012,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,1,1,0,HWY 55 NORTH / VIRGI,,ALLEN,,,0,0,July2012.dta,HWY 55 NORTH , VIRGI
268984,31jul2012,2012,7,31,1755,July,2012,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,0,FOREST PARK - STEINB,,,,@FOREST PARK - STEINBERG,0,0,July2012.dta,FOREST PARK - STEINB,
270851,10aug2012,2012,8,10,2226,August,2012,Aggravated Assault,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,Yes,No,No,1,1,17,0,SOUTH BOUND I-55,,,,,0,0,August2012.dta,SOUTH BOUND I-55,
271215,13aug2012,2012,8,13,1600,August,2012,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,Yes,No,No,1,2,82,1,WELLS DR / TAMM AVE,,GOVERNMENT,,,0,0,August2012.dta,WELLS DR , TAMM AVE
271552,15aug2012,2012,8,15,2340,August,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,70,0,I270 WESTBOUND / RIV,,,,,0,0,August2012.dta,I270 WESTBOUND , RIV
271732,17aug2012,2012,8,17,1009,August,2012,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,4,36,0,18TH ST / MARKET,,,,,0,0,August2012.dta,18TH ST , MARKET
272139,19aug2012,2012,8,19,1830,August,2012,Larceny,69602,"LARCENY-ALL OTHER $500 - $24,999",Yes,No,No,1,2,82,0,FOREST PARK @ VISITO,,,VISITOR CENTER,VISITOR CENTER,0,0,August2012.dta,FOREST PARK , VISITO
272565,22aug2012,2012,8,22,1750,August,2012,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,9,37,3660,SCOTT AVE / S THERES,,,,METROLINK TRAIN,0,0,August2012.dta,SCOTT AVE , S THERES
273346,27aug2012,2012,8,27,1300,August,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,12,0,HEREFORD AVE / NORTH,,MCREE,GATEWAY HIGH SCHOOL,,0,0,August2012.dta,HEREFORD AVE , NORTH
274530,10sep2012,2012,9,10,1330,September,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,9,37,0,FOREST PARK AVE/ S C,,,,,0,0,September2012.dta,FOREST PARK AVE, S C
278856,12oct2012,2012,10,12,2045,October,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,2,0,S BROADWAY / RIVER C,,,,,0,0,October2012.dta,S BROADWAY , RIVER C
279751,18oct2012,2012,10,18,745,October,2012,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,Yes,No,No,1,2,82,0,WASHINGTON DR / WELL,,,,@WORLDS FAIR PAVILION,0,0,October2012.dta,WASHINGTON DR , WELL
280302,21oct2012,2012,10,21,1550,October,2012,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,4,35,0,ARCH - SOUTH LEG,,,,,0,0,October2012.dta,ARCH - SOUTH LEG,
280445,22oct2012,2012,10,22,1700,October,2012,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,6,75,0,I-270 &RIVERVIEW ON,,EB 270,,WELCOME CENTER,0,0,October2012.dta,I-270 &RIVERVIEW ON,
281485,03oct2012,2012,10,3,2220,October,2012,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,4,62,0,9TH / MANHATTAN,,,COCHRAN,,0,0,October2012.dta,9TH , MANHATTAN
281895,05oct2012,2012,10,5,1254,October,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,40,0,OAKLAND@SCIENCE CENT,,,,@SCIENCE CENTER - FOREST PARK,0,0,October2012.dta,OAKLAND,SCIENCE CENT
282847,30sep2012,2012,9,30,1930,October,2012,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,4,36,0,201 N 17TH ST / PINE,,,,,0,0,October2012.dta,201 N 17TH ST , PINE
282968,24oct2012,2012,10,24,1700,November,2012,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,2,82,0,CRICKET DR / GRAND D,,,,DWIGHT DAVIS PARKING LOT,0,0,November2012.dta,CRICKET DR , GRAND D
283204,01nov2012,2012,11,1,1845,November,2012,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,4,63,0,BLAIR / MADISON,,,,,0,0,November2012.dta,BLAIR , MADISON
284079,16nov2012,2012,11,16,1300,November,2012,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,36,0,METROLINK- CIVIC CEN,,,METRO,@METROLINK - CIVIC CENTER,0,0,November2012.dta,METROLINK- CIVIC CEN,
284157,16nov2012,2012,11,16,2300,November,2012,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,8,56,0,N. NEWSTEAD / NATURA,,QUEENS,,,0,0,November2012.dta,N. NEWSTEAD , NATURA
286139,04nov2012,2012,11,4,450,November,2012,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,7,47,274,METROLINK - FOREST P,,,DEBALIVIERE METROLINK,,0,0,November2012.dta,METROLINK - FOREST P,
287374,01dec2012,2012,12,1,940,December,2012,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,44,0,MCCAUSLAND/ESTHER,,,,,0,0,December2012.dta,MCCAUSLAND,ESTHER
289943,31dec2012,2012,12,31,1500,December,2012,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,6,70,0,I 270 WESTBOUND / RI,,,,CHAIN OF ROCKS BRIDGE,0,0,December2012.dta,I 270 WESTBOUND , RI
293440,20jan2013,2013,1,20,420,January,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,9,37,0,GRAND / I 64 EASTBOU,,,I-64 EAST BOUND/GRAND AVE,I-64 EAST BOUND/GRAND AVE,0,0,January2013.dta,GRAND , I 64 EASTBOU
296502,09feb2013,2013,2,9,1637,February,2013,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,3,22,0,ALLEN ST / GRAVOIS R,,,,,0,0,February2013.dta,ALLEN ST , GRAVOIS R
301995,28mar2013,2013,3,28,1215,March,2013,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,4,62,0,CARR LANE DR. / CONC,,SUBLETTE,FOREST PARK,,0,0,March2013.dta,CARR LANE DR. , CONC
302362,31mar2013,2013,3,31,1730,March,2013,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,6,70,0,I-70WB/GOODFELLOW,,,,,0,0,March2013.dta,I-70WB,GOODFELLOW
303468,06apr2013,2013,4,6,1615,April,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,4,0,INTERSTATE 55 / WEBE,,,,,0,0,April2013.dta,INTERSTATE 55 , WEBE
306006,25apr2013,2013,4,25,2007,April,2013,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,2,82,98,FOREST PARK - MUNY,,,,@FOREST PARK - MUNY,0,0,April2013.dta,FOREST PARK - MUNY,
306914,27apr2013,2013,4,27,1155,May,2013,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,4,35,0,323 N 8TH ST / PINE,,,8TH AND PINE,METROLINK STATION,0,0,May2013.dta,323 N 8TH ST , PINE
308033,07may2013,2013,5,7,2310,May,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,72,4500,PRANGE AVE / THRUSH,,,,,0,0,May2013.dta,PRANGE AVE , THRUSH
308365,10may2013,2013,5,10,1045,May,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,0,WELLS DR @ GOVERNMEN,,FINE ARTS,,,0,0,May2013.dta,WELLS DR , GOVERNMEN
308638,12may2013,2013,5,12,133,May,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,2,82,0,GRAND DR / UNION BLV,,,FOREST PARK,,0,0,May2013.dta,GRAND DR , UNION BLV
308914,14may2013,2013,5,14,725,May,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,75,0,CHAIN OF ROCKS / WB,,,,,0,0,May2013.dta,CHAIN OF ROCKS , WB
308933,14may2013,2013,5,14,1036,May,2013,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,0,11TH ST / WALNUT,,,,11TH ST / WALNUT,0,0,May2013.dta,11TH ST , WALNUT
309516,18may2013,2013,5,18,30,May,2013,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,Yes,No,No,1,9,37,0,METROLINK - GRAND,,,,,0,0,May2013.dta,METROLINK - GRAND,
310651,25may2013,2013,5,25,1130,May,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,0,CARR LANE DR/ CONCOU,,,,,0,0,May2013.dta,CARR LANE DR, CONCOU
310664,25may2013,2013,5,25,1230,May,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,1630,CLAYTON AVE / MCKINL,,,HIGHLANDS GOLF COURSE,,0,0,May2013.dta,CLAYTON AVE , MCKINL
310976,27may2013,2013,5,27,1917,May,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,0,0,RIVERVIEW DR / BUCHM,,,,,0,0,May2013.dta,RIVERVIEW DR , BUCHM
311183,29may2013,2013,5,29,900,May,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,0,0,0,GRAND DR / UNION,,,,,0,0,May2013.dta,GRAND DR , UNION
311399,30may2013,2013,5,30,1820,May,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,73,0,SWITZER AVE / GOODFE,,SWITZER,,,0,0,May2013.dta,SWITZER AVE , GOODFE
311843,30may2013,2013,5,30,1540,June,2013,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,4,60,0,N 14TH ST / N FLOR,,,,,0,0,June2013.dta,N 14TH ST , N FLOR
312792,14jun2013,2013,6,14,45,June,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,36,0,N 4TH ST/ CONVENTI,,,,,0,0,June2013.dta,N 4TH ST, CONVENTI
313466,19jun2013,2013,6,19,25,June,2013,Other Assaults,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",Yes,No,No,1,1,5,0,MERAMEC ST @ CHIPP,,GRAVOIS,,,0,0,June2013.dta,MERAMEC ST , CHIPP
314910,28jun2013,2013,6,28,2000,June,2013,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,2,0,0,GRAND DR / UNION,,,FOREST PARK,,0,0,June2013.dta,GRAND DR , UNION
315090,29jun2013,2013,6,29,755,June,2013,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,2,40,0,S. KINGSHIGHWAY/ 6,,,,,0,0,June2013.dta,S. KINGSHIGHWAY, 6
316980,03jul2013,2013,7,3,2130,July,2013,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,0,METROLINK - CIVIC CT,,,METRO,@METROLINK - CIVIC CENTER,0,0,July2013.dta,METROLINK - CIVIC CT,
316992,03jul2013,2013,7,3,2217,July,2013,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,2,82,0,CARR LN / WELLS DR,,,FOREST PARK,,0,0,July2013.dta,CARR LN , WELLS DR
317698,08jul2013,2013,7,8,1000,July,2013,Other Offense,263210,OBSTRUCT GOVRN OP-JUDIC/TMPR WTH WITNESS,Yes,No,No,1,6,74,0,BROADWAY/GIMBLIN,,,,,0,0,July2013.dta,BROADWAY,GIMBLIN
317907,09jul2013,2013,7,9,1730,July,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,4,35,0,ARCH - SOUTH LEG,,,,,0,0,July2013.dta,ARCH - SOUTH LEG,
318923,16jul2013,2013,7,16,2058,July,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,0,CONCOURSE / MCKINLEY,,,,FOREST PARK,0,0,July2013.dta,CONCOURSE , MCKINLEY
319577,21jul2013,2013,7,21,100,July,2013,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,6,73,0,MCLAREN AVE / OXFORD,,UNION,STARS SPORTS BAR,,0,0,July2013.dta,MCLAREN AVE , OXFORD
321127,31jul2013,2013,7,31,1845,July,2013,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,4,34,0,S 4TH ST / CONVENTIO,,,,,0,0,July2013.dta,S 4TH ST , CONVENTIO
321466,31jul2013,2013,7,31,1800,August,2013,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,Yes,No,No,1,6,74,0,N BROADWAY / HALLSFE,,,,,0,0,August2013.dta,N BROADWAY , HALLSFE
322474,07aug2013,2013,8,7,519,August,2013,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,2,82,0,CLAYTON AVE / HOSPIT,,,,,0,0,August2013.dta,CLAYTON AVE , HOSPIT
324562,21aug2013,2013,8,21,1419,August,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,5,63,0,N FLORISSANT / JEANN,,,,,0,0,August2013.dta,N FLORISSANT , JEANN
328541,23sep2013,2013,9,23,1235,September,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,6,4333,W FLORISSANT/ GOOD,,GOODFELLOW,,,0,0,September2013.dta,W FLORISSANT, GOOD
329773,04sep2013,2013,9,4,2049,September,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,3,0,I 44 EASTBOUND / M,,,,,0,0,September2013.dta,I 44 EASTBOUND , M
330791,10oct2013,2013,10,10,1620,October,2013,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,6,75,0,I-270 / RIVERVIEW,,,CHAIN OF ROCKS BRIDGE,,0,0,October2013.dta,I-270 , RIVERVIEW
331501,15oct2013,2013,10,15,920,October,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,21,0,W B 44 / S B 55,,,,,0,0,October2013.dta,W B 44 , S B 55
331902,19oct2013,2013,10,19,1032,October,2013,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,4,35,0,N 3RD ST / COLEST,,,,,0,0,October2013.dta,N 3RD ST , COLEST
335014,01nov2013,2013,11,1,1930,November,2013,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,4,0,METROLINK - CIVIC,,,METRO,@METROLINK - CIVIC CENTER,0,0,November2013.dta,METROLINK - CIVIC,
335358,12nov2013,2013,11,12,1328,November,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,5,0,E. GRAND / I 70 WE,,,,,0,0,November2013.dta,E. GRAND , I 70 WE
335367,12nov2013,2013,11,12,1500,November,2013,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,0,3,0,S. KINGSHIGHWAY /,,GERTRUDE,,,0,0,November2013.dta,S. KINGSHIGHWAY ,
335988,17nov2013,2013,11,17,2001,November,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,6,0,N BROADWAY / WESTB,,,,,0,0,November2013.dta,N BROADWAY , WESTB
336314,19nov2013,2013,11,19,715,November,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,75,0,I 270EB / RIVERVIE,,,,I-270 EASTBOUND AT RIVERVIEW DR,0,0,November2013.dta,I 270EB , RIVERVIE
338324,09nov2013,2013,11,9,640,November,2013,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,3,1,0,GRAND / HOLLY HILL,,,,CARONDELET PARK,0,0,November2013.dta,GRAND , HOLLY HILL
339237,13dec2013,2013,12,13,1138,December,2013,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,Yes,No,No,1,6,74,0,RIVERVIEW/CHAIN OF,,,,,0,0,December2013.dta,RIVERVIEW,CHAIN OF
339432,15dec2013,2013,12,15,1213,December,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,86,0,N BROADWAY / SWITZ,,,,,0,0,December2013.dta,N BROADWAY , SWITZ
340007,02dec2013,2013,12,2,1725,December,2013,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,62,0,I-70 WB / N. BROAD,,,,,0,0,December2013.dta,I-70 WB , N. BROAD
340662,26dec2013,2013,12,26,155,December,2013,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,1,1,0,I 55 NB @ CARONDEL,,COURTOIS,,,0,0,December2013.dta,I 55 NB , CARONDEL
341336,31dec2013,2013,12,31,1941,December,2013,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,1,4,0,I-55 SOUTHBOUND,,,,,0,0,December2013.dta,I-55 SOUTHBOUND,
342565,08jan2014,2014,1,8,1301,January,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,0,,7TH / INTERSTATE 55,,,,,0,0,January2014.dta,7TH , INTERSTATE 55
343956,21jan2014,2014,1,21,1734,January,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,0,,I-70 WB @ WALNUT,,,,,0,0,January2014.dta,I-70 WB , WALNUT
344384,26jan2014,2014,1,26,45,January,2014,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,Yes,No,No,1,2,0,,I 64 WESTBOUND / S. BOYLE,,,,,0,0,January2014.dta,I 64 WESTBOUND , S. BOYLE
344555,27jan2014,2014,1,27,1616,January,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,0,,I 55 / PSB,,,,@PSB,0,0,January2014.dta,I 55 , PSB
346776,21feb2014,2014,2,21,1314,February,2014,Aggravated Assault,43203,AGG.ASSAULT-OTH DANG WEP/POL OFFC 3RD DEGREE,Yes,No,No,1,6,85,0,ADELAIDE AVE / WES,,,,,0,0,February2014.dta,ADELAIDE AVE , WES
347460,28feb2014,2014,2,28,745,February,2014,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,4,36,300,N 17TH ST / OLIVE,,,,,0,0,February2014.dta,N 17TH ST , OLIVE
348588,10mar2014,2014,3,10,1210,March,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,63,0,I 70 WESTBOUND / T,,,,,0,0,March2014.dta,I 70 WESTBOUND , T
349206,15mar2014,2014,3,15,1830,March,2014,Aggravated Assault,43014,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,Yes,No,No,1,6,83,39,PARK - FAIRGROUND,,,,@PARK - FAIRGROUND,0,0,March2014.dta,PARK - FAIRGROUND,
349207,15mar2014,2014,3,15,1830,March,2014,Aggravated Assault,43014,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,Yes,No,No,1,6,83,39,PARK - FAIRGROUND,,,,@PARK - FAIRGROUND,0,0,March2014.dta,PARK - FAIRGROUND,
349208,15mar2014,2014,3,15,1830,March,2014,Aggravated Assault,43014,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,Yes,No,No,1,6,83,39,PARK - FAIRGROUND,,,,@PARK - FAIRGROUND,0,0,March2014.dta,PARK - FAIRGROUND,
350112,23mar2014,2014,3,23,15,March,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,76,0,W.FLORISSANT/GOODF,,TRAFFORD,,,0,0,March2014.dta,W.FLORISSANT,GOODF
350632,28mar2014,2014,3,28,1105,March,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,72,0,RIVERVIEW BLVD / W,,,,,0,0,March2014.dta,RIVERVIEW BLVD , W
352888,08apr2014,2014,4,8,1940,April,2014,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,0,N 6TH ST / MARKET ST,,,KIENER PLAZA,KIENER PLAZA,0,0,April2014.dta,N 6TH ST , MARKET ST
353413,12apr2014,2014,4,12,1426,April,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,79,0,70 EB / W FLORISSANT,,,,,0,0,April2014.dta,70 EB , W FLORISSANT
354190,18apr2014,2014,4,18,2323,April,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,69,0,I 70 EASTBOUND @ SHREVE,,,,,0,0,April2014.dta,I 70 EASTBOUND , SHREVE
354674,23apr2014,2014,4,23,1,April,2014,Robbery,31212,ROBBERY-HIGHWAY       /KNIFE USED/ATTEMPT,Yes,No,No,1,4,60,0,HEBERT/N25TH,,LEFFINGWELL,,,0,0,April2014.dta,HEBERT,N25TH
355400,28apr2014,2014,4,28,1822,April,2014,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,0,N 18TH ST / OLIVE ST,,,,,0,0,April2014.dta,N 18TH ST , OLIVE ST
359545,30may2014,2014,5,30,1,May,2014,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,2,0,S BROADWAY / COURTOIS ST,,,,,0,0,May2014.dta,S BROADWAY , COURTOIS ST
360443,03jun2014,2014,6,3,641,June,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,37,0,40 / 64 WESTBOUND AT MARKET,,,,INTERSTATE 64 WEST,0,0,June2014.dta,40 , 64 WESTBOUND AT MARKET
361506,11jun2014,2014,6,11,2000,June,2014,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,71,0,N EUCLID AVE / W FLORISSANT AV,,,,,0,0,June2014.dta,N EUCLID AVE , W FLORISSANT AV
361543,12jun2014,2014,6,12,700,June,2014,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,3,18,0,111 I 55 NB / GASCONADE,,10TH,,,0,0,June2014.dta,111 I 55 NB , GASCONADE
361560,12jun2014,2014,6,12,1005,June,2014,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,0,N 8TH ST / OLIVE ST,,,,,0,0,June2014.dta,N 8TH ST , OLIVE ST
