xcoord,ycoord,status,id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,_source
-,-,U,161746,14aug2010,2010,8,14,1645,August,2010,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,36,420,S 8TH ST,0,8TH,,,August2010.dta
-,-,U,162411,18aug2010,2010,8,18,2115,August,2010,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,2,7,5232,EICHELBERGER ST,0,,,,August2010.dta
-,-,U,162476,19aug2010,2010,8,19,1000,August,2010,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER PLATFORM,CIVIC CENTER METRO LINK PLATFORM,August2010.dta
-,-,U,163031,22aug2010,2010,8,22,2030,August,2010,Motor Vehicle Theft,71040,AUTO THEFT-PERM RETNT/ATTEMPT,Yes,No,No,1,4,35,901,S 9TH ST,0,,,,August2010.dta
-,-,U,163371,24aug2010,2010,8,24,2347,August,2010,Robbery,31311,ROBBERY-HIGHWAY/OTHR WEPN USED/SUCCESSFUL,Yes,No,No,1,1,80,3600,PARK - CARONDELET,0,,CARONDELET PARK,@PARK - CARONDELET,August2010.dta
-,-,U,163874,27aug2010,2010,8,27,2200,August,2010,Motor Vehicle Theft,72140,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,Yes,No,No,1,3,21,2201,S 8TH ST,0,,,,August2010.dta
-,-,U,164251,30aug2010,2010,8,30,940,August,2010,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,2,82,5600,LAGOON DR,0,CLAYTON,,@FOREST PARK - PROBSTEIN GOLF COURSE,August2010.dta
-,-,U,164300,30aug2010,2010,8,30,1734,August,2010,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,1,80,3700,HOLLY HILLS,0,,,@CARONDELET PARK,August2010.dta
-,-,U,164484,09jan2010,2010,1,9,1530,September,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,3,21,900,EMMET,0,,,,September2010.dta
-,-,U,164487,18jan2010,2010,1,18,615,September,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,4,36,701,14TH,0,,,,September2010.dta
-,-,U,164507,16mar2010,2010,3,16,55,September,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,7,52,5000,COTE BRILLIANTE,0,COTE BRILLIANTE,,,September2010.dta
-,-,U,164545,09may2010,2010,5,9,2200,September,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,3,21,1732,9TH,0,9TH,,,September2010.dta
-,-,U,164634,27jul2010,2010,7,27,1625,September,2010,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,6,74,9080,HALLS FERRY CIR,0,,,,September2010.dta
-,-,U,164654,06aug2010,2010,8,6,2000,September,2010,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,No,No,Yes,1,6,74,1100,RIVERVIEW,0,GIESEKING,,NEAR THE INTERSECTION,September2010.dta
572999.99340748,1000763.14713625,T,164655,07aug2010,2010,8,7,1440,September,2010,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,5,67,4127,GRAND,0,,,: SCHNUCKS,September2010.dta
-,-,U,164762,28aug2010,2010,8,28,2110,September,2010,Driving Under Influence,211000,DUI-DRVING WHILE INTOXICATED,No,No,Yes,1,7,48,1051,SKINKER,0,,,AT THE INTERSECTION OF HORTON PLACE,September2010.dta
-,-,U,165041,02sep2010,2010,9,2,1053,September,2010,Other Offense,266100,PUBLIC ORDER-DEMONSTRATING,Yes,No,No,1,3,21,1500,ARSENAL,0,,,,September2010.dta
-,-,U,165046,02sep2010,2010,9,2,1130,September,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,4,64,900,BROOKLYN,0,,,,September2010.dta
-,-,U,165188,03sep2010,2010,9,3,1154,September,2010,Other Offense,266100,PUBLIC ORDER-DEMONSTRATING,Yes,No,No,1,3,21,1300,RUSSELL,0,,,INTERSECTION OF GRAVOIS//RUSSELL,September2010.dta
-,-,U,165369,04sep2010,2010,9,4,1415,September,2010,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,1,16,4334,TENNESSEE AVE,0,TENNESSEE,,,September2010.dta
-,-,U,165548,05sep2010,2010,9,5,1710,September,2010,Narcotics,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,Yes,No,No,1,4,35,300,COLE,0,,,,September2010.dta
-,-,U,165839,07sep2010,2010,9,7,1355,September,2010,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,4,35,300,COLE ST,0,,,ON DIVIDER,September2010.dta
-,-,U,166044,08sep2010,2010,9,8,1950,September,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,6,73,6526,W FLORISSANT AV,0,,,,September2010.dta
-,-,U,167077,14sep2010,2010,9,14,2015,September,2010,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,METRO,METROLINK PLATFORM,September2010.dta
-,-,U,167223,15sep2010,2010,9,15,1903,September,2010,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,36,420,SOUTH 8TH ST,0,SOUTH 8TH,,BUSCH STADIUM,September2010.dta
-,-,U,167309,16sep2010,2010,9,16,940,September,2010,Other Assaults,91123,SIMPLE ASSAULT-CHILD/NO INJURY,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER METRO LINK STATION,,September2010.dta
-,-,U,167801,19sep2010,2010,9,19,1,September,2010,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,9,37,3041,CARDINAL,0,JEFFERSON,,,September2010.dta
-,-,U,168184,21sep2010,2010,9,21,1420,September,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,7,50,5514,WABADA,0,WABADA @ BELT,,,September2010.dta
-,-,U,169148,27sep2010,2010,9,27,1705,September,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,4,64,78,O FALLON PARK,0,,,,September2010.dta
-,-,U,169412,29sep2010,2010,9,29,1349,September,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,0,0,4899,SHREVE,0,,,,September2010.dta
-,-,U,169536,30sep2010,2010,9,30,950,September,2010,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,4,0,300,N 15TH ST,0,15TH,CONFLUENCE PREPARATORY ACADEMY,,September2010.dta
-,-,U,169640,15feb2010,2010,2,15,1400,October,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,2,41,1111,OAKVIEW,0,OAKVIEW,,,October2010.dta
-,-,U,169643,04mar2010,2010,3,4,2200,October,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,2,14,5071,MARDEL,0,MARDEL,MULTI FAMILY OCCUPIED,,October2010.dta
-,-,U,169656,28apr2010,2010,4,28,10,October,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,3,20,300,SIDNEY,0,,,,October2010.dta
577638.41510649,1049310.54464369,T,169684,08jul2010,2010,7,8,1300,October,2010,Motor Vehicle Theft,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,No,No,Yes,1,6,74,8393,HALL,0,,,,October2010.dta
-,-,U,169749,27aug2010,2010,8,27,621,October,2010,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,No,No,Yes,1,6,72,5400,LILLIAN,0,ARLINGTON,,,October2010.dta
588850.99239435,1015740.66691364,T,170497,03oct2010,2010,10,3,2300,October,2010,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,4,35,200,4TH,0,S. 4TH,DRURY INN HOTEL,,October2010.dta
-,-,U,170687,05oct2010,2010,10,5,1441,October,2010,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,5,59,2834,ST. LOUIS AVE,0,,,IN FRONT OF A VACANT RESIDENCE,October2010.dta
-,-,U,170715,05oct2010,2010,10,5,1800,October,2010,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,7,46,275,DEBALIVIERE,0,,METROLINK PARKING LOT,,October2010.dta
-,-,U,171057,07oct2010,2010,10,7,1830,October,2010,Other Assaults,91123,SIMPLE ASSAULT-CHILD/NO INJURY,Yes,No,No,1,4,36,1414,SPRUCE,0,,CIVIC CENTER,GRASSY AREA,October2010.dta
-,-,U,171684,11oct2010,2010,10,11,1830,October,2010,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,9,38,355,NORTH EUCLID,0,NORTH EUCLID,,,October2010.dta
-,-,U,172054,13oct2010,2010,10,13,2146,October,2010,Aggravated Assault,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,Yes,No,No,1,2,40,5600,I 64 EASTBOUND,0,,,,October2010.dta
-,-,U,172650,17oct2010,2010,10,17,1000,October,2010,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,35,301,OLIVE ST,0,OLIVE,,,October2010.dta
-,-,U,172703,17oct2010,2010,10,17,1900,October,2010,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,7,47,300,DEBALIVIERE,0,,SIDEWALK NEAR THE ELEVATOR,@METROLINK - FOREST PARK,October2010.dta
-,-,U,172955,19oct2010,2010,10,19,1545,October,2010,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER STATION,TRAIN AND BUS PASSENGER PICK-UP AREA,October2010.dta
-,-,U,173357,22oct2010,2010,10,22,925,October,2010,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,3,21,1200,ARSENAL ST,0,,,,October2010.dta
-,-,U,174355,28oct2010,2010,10,28,1115,October,2010,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,,,October2010.dta
577408.968209088,1049632.62521891,T,174836,22dec2009,2009,12,22,1800,October,2010,Larceny,69703,LARCENY-ALL OTH/FRM PRSN/UNDER $500,No,No,Yes,1,6,74,8414,LOWELL,0,LOWELL,,,October2010.dta
-,-,U,174848,08mar2010,2010,3,8,1330,November,2010,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,No,No,Yes,1,7,50,5700,MAFFITT,0,,,,November2010.dta
-,-,U,174934,01sep2010,2010,9,1,1518,November,2010,Frauds,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,Yes,No,No,1,0,0,1010,HIGHPOINT,0,HIGHPOINT,,,November2010.dta
-,-,U,174994,03oct2010,2010,10,3,2158,November,2010,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,64,901,BROOKLYN,0,,,,November2010.dta
-,-,U,175008,10oct2010,2010,10,10,1800,November,2010,Motor Vehicle Theft,71040,AUTO THEFT-PERM RETNT/ATTEMPT,No,No,Yes,1,7,38,5025,WATERMAN,0,WATERMAN,,,November2010.dta
567397.713492211,986274.578702688,T,175010,11oct2010,2010,10,11,430,November,2010,Robbery,36111,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,No,No,Yes,1,1,2,8327,BROADWAY,0,BROADWAY,,HARRIS HOUSE,November2010.dta
-,-,U,175079,22oct2010,2010,10,22,2135,November,2010,Homicide,10000,HOMICIDE,No,No,Yes,1,7,50,3409,GOODFELLOW,0,GOODFELLOW,HILLVALE APARTMENTS,,November2010.dta
-,-,U,175094,25oct2010,2010,10,25,1230,November,2010,Sex Offenses,171300,SEX OFFNS-STATUATORY RAPE/SECOND,No,No,Yes,1,3,30,3400,TENNESSEE,0,RUSSELL,,,November2010.dta
-,-,U,176288,08nov2010,2010,11,8,1625,November,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,4,36,800,N. JEFFERSON,0,,,,November2010.dta
-,-,U,177631,17nov2010,2010,11,17,1234,November,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,8,56,3900,NATURAL BRDG,0,NATURAL,,,November2010.dta
-,-,U,177992,20nov2010,2010,11,20,10,November,2010,Larceny,67701,LARCENY-FROM BUILDING UNDER $500,Yes,No,No,1,0,0,4714,ITASKA ST,0,VIRGINIA,RESIDENCE,,November2010.dta
-,-,U,178032,20nov2010,2010,11,20,800,November,2010,Burglary,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,Yes,No,No,1,3,15,4032,C0NNECUTICUT,0,C0NNECUTICUT,,,November2010.dta
-,-,U,178171,20nov2010,2010,11,20,2330,November,2010,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,4,36,2144,CLARK AVE,0,MARKET,,,November2010.dta
-,-,U,178823,26nov2010,2010,11,26,1644,November,2010,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,7,47,250,DEBALIVIERE AVE,0,,FOREST PARK METRO LINK PLATFORM,FOREST PARK METRO LINK PLATFORM,November2010.dta
-,-,U,179043,28nov2010,2010,11,28,1,November,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,Yes,No,No,1,0,0,701,N 19TH ST,0,19TH,,,November2010.dta
-,-,U,179403,30nov2010,2010,11,30,1215,November,2010,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,0,0,200,ST CLAIR SQUARE,0,,,,November2010.dta
-,-,U,179479,22sep2010,2010,9,22,420,December,2010,Aggravated Assault,43013,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,Yes,No,No,1,1,1,5401,LOUISIANA,0,,,STREET,December2010.dta
-,-,U,179501,09oct2010,2010,10,9,124,December,2010,Other Offense,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,No,No,Yes,1,4,60,1400,MULLANPHY,0,MULLANPHY,,,December2010.dta
-,-,U,179565,15nov2010,2010,11,15,2300,December,2010,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,1,1,4704,WEBER ROAD,0,WEBER,,,December2010.dta
-,-,U,179746,01dec2010,2010,12,1,700,December,2010,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,4,36,1413,SPRUCE ST,0,SPRUCE,,,December2010.dta
-,-,U,180038,03dec2010,2010,12,3,1153,December,2010,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,1,16,3600,ST MARY S DRIVE,0,,,,December2010.dta
-,-,U,180871,09dec2010,2010,12,9,1127,December,2010,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,1,17,4950,MINNESOTA,0,,,,December2010.dta
-,-,U,181031,10dec2010,2010,12,10,1344,December,2010,Frauds,115100,FRAUD-STEALING BY DECEIT/OVER $150,Yes,No,No,1,7,46,250,DEBALIVIERE,0,,FOREST PARK METROLINK,FOREST PARK METROLINK PLATFORM,December2010.dta
-,-,U,181782,16dec2010,2010,12,16,2055,December,2010,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,Yes,No,No,1,4,64,800,COMMERCIAL ST,0,,,,December2010.dta
-,-,U,181912,17dec2010,2010,12,17,1830,December,2010,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,7,46,250,DEBALIVIERE AVE,0,,FOREST PARK METRO LINK PLATFORM,@METROLINK - FOREST PARK,December2010.dta
-,-,U,183163,27dec2010,2010,12,27,2145,December,2010,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,9,28,4054,MANCHESTER AVE,0,,REHAB,EAST PARKING LOT,December2010.dta
-,-,U,183564,30dec2010,2010,12,30,2150,December,2010,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,3,0,4274,UTAH ST,0,,,,December2010.dta
-,-,U,185705,16jan2011,2011,1,16,1415,January,2011,Other Assaults,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",Yes,No,No,1,9,0,3801,44 WB,0,,,,January2011.dta
-,-,U,186616,24jan2011,2011,1,24,1330,January,2011,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER METRO LINK PLATFORM,METRO LINK AGENCY,January2011.dta
-,-,U,187190,29jan2011,2011,1,29,1000,January,2011,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,1414,SPRUCE ST,0,SPRUCE,CIVIC CENTER METRO LINK STATION,METRO LINK AGENCY,January2011.dta
588850.99239435,1015740.66691364,T,187300,30jan2011,2011,1,30,1330,January,2011,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,4,35,200,4TH,0,4TH,,CROWNE PLAZA HOTEL,January2011.dta
582204.16324443,1005145.26351044,T,187481,10nov2010,2010,11,10,1400,January,2011,Burglary,52121,BURGLARY-BUSINESS/DAY/UNLAW ENT/OCCUPIED,No,No,Yes,1,5,64,3201,BROADWAY,0,BROADWAY,ZAMZOW,,January2011.dta
583836.755795691,1008991.51173011,T,187545,05dec2010,2010,12,5,200,January,2011,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",No,No,Yes,1,3,21,2311,9TH,0,CLARK,,APARTMENT,January2011.dta
583843.263223935,1013879.55444594,T,188014,01feb2011,2011,2,1,816,February,2011,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,61,1329,14TH,0,14TH,OFALLON PLACE APTS,,February2011.dta
-,-,U,189038,11feb2011,2011,2,11,2100,February,2011,Other Offense,263120,OBSTRUCT GOVRN OP-FALSE REPORT,Yes,No,No,1,7,52,3000,E. NORWWOD DR,0,GRAND,,,February2011.dta
-,-,U,189280,14feb2011,2011,2,14,831,February,2011,Other Offense,264100,HEALTH-SANITATION VIOL,Yes,No,No,1,3,19,6418,IOWA AVE,0,IOWA,,,February2011.dta
-,-,U,190252,21feb2011,2011,2,21,1945,February,2011,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,300,S 18TH ST,0,,UNION STATION METRO LINK PLATFORM,@METROLINK- UNION STATION,February2011.dta
-,-,U,190712,25feb2011,2011,2,25,2030,February,2011,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,8,55,4900,ST.LOUIS AVE,0,DRYDEN,,,February2011.dta
588303.374837931,1016592.53731231,T,191087,21jun2010,2010,6,21,1500,February,2011,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,4,35,1,BROADWAY,0,BROADWAY,,,February2011.dta
-,-,U,191094,28jun2010,2010,6,28,2300,February,2011,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,2,45,6201,ROSEBURY,0,SKINKER,ROSEBURY,STREET,February2011.dta
567760.486239109,1019587.33549571,T,191099,12jul2010,2010,7,12,1000,February,2011,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,9,38,700,EUCLID,0,EUCLID,,,February2011.dta
-,-,U,191110,27jul2010,2010,7,27,2354,February,2011,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,1,1,6230,BROADWAY,0,BROADWAY,,,February2011.dta
-,-,U,191111,30jul2010,2010,7,30,50,February,2011,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,1,3,5921,ARENDES,0,ARENDES,,,February2011.dta
-,-,U,191134,12sep2010,2010,9,12,1330,February,2011,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,No,No,Yes,1,4,62,1102,BIDDLE,0,BIDDLE,,,February2011.dta
-,-,U,191144,28sep2010,2010,9,28,730,February,2011,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,No,No,Yes,1,4,36,1450,SPRUCE,0,,,PARKING LOT,February2011.dta
580784.465138864,1014042.05999675,T,191273,11feb2011,2011,2,11,900,March,2011,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",Yes,No,No,1,4,32,2223,PARK,0,PARK,,,March2011.dta
589090.627347615,1014292.13740703,T,191281,13feb2011,2011,2,13,115,March,2011,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",No,No,Yes,1,4,35,710,2ND,0,CLARK,#@ CLUB FUSION,,March2011.dta
-,-,U,191929,04mar2011,2011,3,4,1035,March,2011,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,7,47,250,DEBALIVEERE,0,DEBALIVEERE,FOREST PARK PLATFORM,FOREST PARK METRO LINK PLATFORM,March2011.dta
-,-,U,192061,05mar2011,2011,3,5,845,March,2011,Disorderly Conduct,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,Yes,No,No,1,4,36,1442,SPRUCE,0,SPRUCE,CIVIC CENTER METRO LINK STATION,METRO LINK AGENCY,March2011.dta
-,-,U,192243,05mar2011,2011,3,5,2325,March,2011,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,1,4,4300,CARONDELET,0,,AT INTERSECTION,AT INTERSECTION,March2011.dta
-,-,U,192299,06mar2011,2011,3,6,1246,March,2011,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,9,39,4054,MANCHESTER,0,,REHAB BAR,PARKING LOT,March2011.dta
-,-,U,192461,07mar2011,2011,3,7,2200,March,2011,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,3,15,4404,MERAMEC,0,,,,March2011.dta
-,-,U,192833,10mar2011,2011,3,10,2245,March,2011,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,Yes,No,No,1,9,39,4054,MANCHESTER AVE,0,,REHAB BAR,SIDE PARKING LOT,March2011.dta
-,-,U,193305,14mar2011,2011,3,14,2319,March,2011,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,4,35,821,N 4TH,0,,,,March2011.dta
-,-,U,193581,17mar2011,2011,3,17,1030,March,2011,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER STATION,TRAIN AND BUS PASSENGER PICK-UP AREA,March2011.dta
-,-,U,193626,17mar2011,2011,3,17,1340,March,2011,Other Assaults,91113,SIMPLE ASSAULT-ADULT/NO INJURY,Yes,No,No,1,9,31,2655,LAFFEYETTE,0,HENRIETTA,,ON THE SIDEWALK IN FRONT OF THE STOR,March2011.dta
-,-,U,194026,19mar2011,2011,3,19,2030,March,2011,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,Yes,No,No,1,3,18,1807,PRESIDENT,0,LEMP,,,March2011.dta
-,-,U,194406,22mar2011,2011,3,22,1035,March,2011,Other Offense,266510,PUBLIC ORDER-TRESPASSING,Yes,No,No,1,4,62,901,MANHATTAN,0,,COCHRAN COMPLEX,,March2011.dta
-,-,U,194750,24mar2011,2011,3,24,1927,March,2011,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,4,36,201,S 14TH ST / CLARK AV,0,,SCOTTRADE CENTER,SCOTTRADE CENTER,March2011.dta
-,-,U,195430,30mar2011,2011,3,30,900,March,2011,Motor Vehicle Theft,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,Yes,No,No,1,0,0,7400,WILLMORE PARK,0,,,@WILLMORE PARK,March2011.dta
-,-,U,195608,31mar2011,2011,3,31,2053,March,2011,Narcotics,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,Yes,No,No,1,0,0,4172,N. GRAND,0,N. GRAND,,CITY STREET,March2011.dta
-,-,U,195633,01jul2010,2010,7,1,1935,March,2011,Larceny,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,No,No,Yes,1,5,59,2790,SAINT LOUIS,0,,,,March2011.dta
-,-,U,195712,11jan2011,2011,1,11,1500,April,2011,Larceny,65701,LARCENY-MTR VEH PARTS UNDER $500,No,No,Yes,1,9,77,715,SPRING,0,,,,April2011.dta
561650.418377314,1021265.92442778,T,195947,30mar2011,2011,3,30,1809,April,2011,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,4,36,520,S. JEFFERSON,0,S. JEFFERSON,UPS STORE,SHIPPING BUSINESS,April2011.dta
578098.0098692439,1033605.16464972,T,195977,31mar2011,2011,3,31,1730,April,2011,Other Offense,264100,HEALTH-SANITATION VIOL,Yes,No,No,1,5,68,4139,EAST LEE,0,LEE,,,April2011.dta
-,-,U,196289,10apr2011,2011,4,10,247,April,2011,Larceny,67601,"LARCENY-FROM BUILDING $500 - $24,999",Yes,No,No,1,4,35,707,CLAYMORGAN AL,0,CLAYMORGAN,,,April2011.dta
-,-,U,196835,13apr2011,2011,4,13,2323,April,2011,Robbery,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,Yes,No,No,1,6,69,4145,MARCUS,0,,,,April2011.dta
570401.260672674,995926.420296282,T,196993,14apr2011,2011,4,14,2234,April,2011,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,1,1,5550,S. GRAND,0,S. GRAND,,,April2011.dta
-,-,U,197098,15apr2011,2011,4,15,1515,April,2011,Narcotics,182400,DRUGS-POSSESSION/MARIJUANA,Yes,No,No,1,4,36,1413,SPRUCE ST,0,,CIVIC CENTER METROLINK STATION,CIVIC CENTER METROLINK STATION,April2011.dta
-,-,U,197718,19apr2011,2011,4,19,1800,April,2011,Larceny,69602,"LARCENY-ALL OTHER $500 - $24,999",Yes,No,No,1,6,72,4329,GENEVIEVE,0,,AMEREN SUBSTATION,,April2011.dta
-,-,U,197755,19apr2011,2011,4,19,2130,April,2011,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,35,420,SOUTH 8TH,0,SOUTH 8TH,BUSCH STADIUM,,April2011.dta
-,-,U,197917,02apr2011,2011,4,2,2340,April,2011,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER METROLINK,,April2011.dta
