xcoord,ycoord,id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,_source
561650.418377314,1021265.92442778,451872,07apr2016,2016,4,7,750,April,2016,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,0,2,900,MCKINLEY AVE,,,,MCKINLEY BRIDGE,April2016.dta
583378.691807166,1017655.42089848,451877,07apr2016,2016,4,7,940,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1800,MARKET ST,,MARKET,ST. LOUIS UNION STATION,,April2016.dta
590376.586884249,1019384.63565698,451985,08apr2016,2016,4,8,330,April,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,4,35,1000,N 2ND ST,,2ND,LUMIERE PLACE CASINO,3RD LEVEL OF GARAGE,April2016.dta
576630.341317378,1029256.5811843,452335,11apr2016,2016,4,11,600,April,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,56,4100,ST LOUIS AVE,,ST LOUIS,,,April2016.dta
561650.418377314,1021265.92442778,452367,11apr2016,2016,4,11,1230,April,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,2,5595,GRAND DR,,THEATRE,,TWIN LOTS,April2016.dta
579648.279085804,1007456.3024058,452390,11apr2016,2016,4,11,1553,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,22,2900,MISSOURI AVE,,,,ALLEY,April2016.dta
587802.817124601,1013450.45288051,452412,11apr2016,2016,4,11,1858,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,34,1000,S 4TH ST,,4TH,THE DISTILLERY,THE DISTILLERY,April2016.dta
579648.666692689,1038368.86307725,452740,14apr2016,2016,4,14,909,April,2016,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,0,6,860,E. TAYLOR,,,,PARKING LOT,April2016.dta
566996.153852534,993794.358606517,452811,14apr2016,2016,4,14,1840,April,2016,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,0,1,3900,HOLLY HILLS DR,,,,,April2016.dta
583270.074531697,1031830.98094161,453199,17apr2016,2016,4,17,1528,April,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,6,4300,W FLORISSANT,,,O FALLON PARK,,April2016.dta
573181.44365418,1002335.263187,453298,18apr2016,2016,4,18,1433,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,16,3900,S GRAND BLVD,,GRAND,,,April2016.dta
583843.263223935,1013879.55444594,453722,21apr2016,2016,4,21,2130,April,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,4,36,1400,CHOUTEAU AVE,,,BP SERVICE STATION,,April2016.dta
583717.062789999,1016326.18259663,453866,23apr2016,2016,4,23,100,April,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,36,600,S 18TH ST,,,,,April2016.dta
567811.769359451,1027050.60777513,454021,24apr2016,2016,4,24,800,April,2016,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,5,53,900,N KINGSHIGHWAY BLVD,,KINGSHIGHWAY,,,April2016.dta
583270.074531697,1031830.98094161,454058,24apr2016,2016,4,24,1645,April,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,Yes,No,No,1,0,6,4300,WEST FLORISSANT,,,O FALLON PARK,@OFALLON PARK,April2016.dta
586375.346136205,1018412.71194198,454459,27apr2016,2016,4,27,2239,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,LOCUST,CHRIST CHURCH CATHEDRAL,CHURCH,April2016.dta
583766.499591351,1032662.77657927,454596,29apr2016,2016,4,29,1017,April,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,0,4,4419,N. 19TH,,N. 19TH,,NUISANCE ABATEMENT PROPERTY,April2016.dta
579617.410291955,1011302.91967091,454610,29apr2016,2016,4,29,1323,April,2016,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,0,3,2100,S JEFFERSON,,,BENTON PARK,,April2016.dta
573597.272686429,1035057.97311796,454812,01jan2016,2016,1,1,848,May,2016,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,6,69,4700,FARLIN AVE,,FARLIN,,,May2016.dta
578729.63002624,1009121.23884077,454822,17jan2016,2016,1,17,723,May,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,3,24,2627,TEXAS,,,,,May2016.dta
587488.205897812,1020740.5904457,454828,01feb2016,2016,2,1,1,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,62,1100,HADLEY ST,,WHITTIER,,,May2016.dta
586067.363533057,1023350.18818361,454836,12feb2016,2016,2,12,1200,May,2016,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,4,60,1600,N 17TH ST,,17TH,,,May2016.dta
565912.235768847,999739.814738125,454870,24mar2016,2016,3,24,700,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,5,5400,GRAVOIS AVE,,GRAVOIS,ADVENTURE LEARNING CENTER,,May2016.dta
565912.235768847,999739.814738125,454871,24mar2016,2016,3,24,700,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,5,5400,GRAVOIS AVE,,GRAVOIS,ADVENTURE LEARNING CENTER,,May2016.dta
587319.664598122,1021031.25739373,454889,01apr2016,2016,4,1,1736,May,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,3,33,1200,S TUCKER BLVD,,TUCKER,,,May2016.dta
584831.56906198,1018911.78801435,454902,06apr2016,2016,4,6,1930,May,2016,Larceny,66701,LARCENY-BICYCLES UNDER $500,No,No,No,1,4,36,1600,LOCUST,,LOCUST,,,May2016.dta
576624.323038097,1050324.83433701,454933,15apr2016,2016,4,15,441,May,2016,Aggravated Assault,43011,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,No,No,No,1,6,74,6,GAST,,GAST,,,May2016.dta
558596.363290276,1028540.50203327,454947,17apr2016,2016,4,17,910,May,2016,Arson,83000,ARSON-KNOWINGLY BURNING/SUCCESS,Yes,No,No,1,5,48,6062,CATES,,CATES,,,May2016.dta
584633.338166848,1009566.67230413,454958,19apr2016,2016,4,19,815,May,2016,Larceny,63601,"LARCENY-SHOPLIFT $500 - $24,999",No,No,No,1,3,20,710,RUSSELL,,RUSSELL,PHILLIPS 66,,May2016.dta
572801.591091834,1033038.95834064,454964,19apr2016,2016,4,19,2030,May,2016,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,6,56,4666,ASHLAND CT,,ASHLAND,,STREET,May2016.dta
571938.937578842,1020674.74968429,454979,21apr2016,2016,4,21,1823,May,2016,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",No,No,No,1,5,38,4121,FOREST PARK,,FOREST PARK,,PARKING LOT OF SALVATION ARMY,May2016.dta
573109.967852969,998446.975452267,455025,25apr2016,2016,4,25,2030,May,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,1,16,4531,ALASKA,,ALASKA,,,May2016.dta
584262.257530432,1014776.01273845,455039,27apr2016,2016,4,27,500,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,36,1500,PAPIN ST,,LOCUST,,,May2016.dta
570699.552011877,1031965.39754963,455076,29apr2016,2016,4,29,927,May,2016,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,No,No,No,1,5,55,4827,NORTHLAND,,NORTHLAND,,,May2016.dta
577097.120455608,1005110.61036318,455320,02may2016,2016,5,2,1550,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,3,19,2800,CHEROKEE ST,,CHEROKEE,,,May2016.dta
570206.30642052,989679.1494242999,455433,03may2016,2016,5,3,1500,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,1,7100,PENNSYLVANIA AVE,,PENNSYLVANIA,,,May2016.dta
581997.347129785,1029324.51720659,455716,05may2016,2016,5,5,1845,May,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,4,67,2900,HARPER ST,,HARPER,,,May2016.dta
587957.01041849,1017656.33259355,455763,06may2016,2016,5,6,7,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,200,S 8TH ST,,,,,May2016.dta
581793.861158781,1008253.49075391,455909,07may2016,2016,5,7,138,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,3,21,1300,SIDNEY ST,,,,,May2016.dta
585628.375262462,1022600.88511747,455942,07may2016,2016,5,7,1120,May,2016,Other Assaults,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",Yes,No,No,1,4,61,1434,HOGAN ST,,,PRESERVATION PLACE,,May2016.dta
567675.696414411,1002454.56094286,456314,10may2016,2016,5,10,400,May,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,1,5,4200,BEETHOVEN AVE,,BEETHOVEN,,,May2016.dta
586375.346136205,1018412.71194198,456517,11may2016,2016,5,11,1730,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,,CHRIST CATHEDRAL,,May2016.dta
582606.304840364,1028178.22171088,456595,12may2016,2016,5,12,1200,May,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,60,2531,W HEBERT,,W HEBERT,,NUISANCE ABATEMENT PROPERTY,May2016.dta
586671.533479728,1018560.06697697,456719,13may2016,2016,5,13,933,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,400,N TUCKER BLVD,,TUCKER,,,May2016.dta
566773.55176514,1028498.26598514,456872,14may2016,2016,5,14,1202,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,51,5100,VERNON AVE,,VERNON,,,May2016.dta
586759.274576001,1018839.76847166,456955,15may2016,2016,5,15,55,May,2016,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,4,35,1136,WASHINGTON,,WASHINGTON,,,May2016.dta
574742.799519464,1031984.72002575,457074,15may2016,2016,5,15,2300,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,56,4400,ASHLAND AVE,,ASHLAND,,,May2016.dta
587572.46071583,1020468.29169657,457087,16may2016,2016,5,16,1,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,62,1100,CARR ST,,OLIVE,,,May2016.dta
588557.892803684,1017155.47789691,457134,16may2016,2016,5,16,1111,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,500,PINE ST,,,KIENER EAST GARAGE,,May2016.dta
585725.353412919,1017971.08903643,457159,16may2016,2016,5,16,1455,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,100,S 14TH ST,,14TH,SCOTTRADE CENTER,,May2016.dta
573248.657963365,1002757.98943807,457562,19may2016,2016,5,19,2153,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,16,3800,S GRAND BLVD,,,,,May2016.dta
571792.967010129,1011372.88325933,457756,21may2016,2016,5,21,1247,May,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,2,27,4000,CLEVELAND AVE,,CLEVELAND,,,May2016.dta
566709.837928254,1008379.19330408,457903,22may2016,2016,5,22,1241,May,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,2,15,3200,S KINGSHIGHWAY BLVD,,KINGSHIGHWAY,,@HOME DEPOT,May2016.dta
559614.051913809,1018668.93101062,457975,22may2016,2016,5,22,2300,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,42,6300,OAKLAND AVE,,OAKLAND,,,May2016.dta
568184.237737697,1007579.91733805,457992,23may2016,2016,5,23,200,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,15,3200,MORGANFORD RD,,MORGANFORD,,,May2016.dta
586900.401696436,1019225.16545021,458008,23may2016,2016,5,23,825,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,700,N TUCKER BLVD,,TUCKER,GLOBE,,May2016.dta
586124.84399613,1019005.82035249,458023,23may2016,2016,5,23,1200,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,36,1300,WASHINGTON AVE,,,US BANK,,May2016.dta
583736.016220689,1012956.3370844,458043,23may2016,2016,5,23,1500,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,33,1400,PARK AVE,,RUTGER,,,May2016.dta
561650.418377314,1021265.92442778,458306,25may2016,2016,5,25,1340,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK,May2016.dta
561650.418377314,1021265.92442778,458308,25may2016,2016,5,25,1355,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,700,CONCOURSE DR,,CONCOURSE,FOREST PARK,FOREST PARK RESTROOM,May2016.dta
586671.533479728,1018560.06697697,458432,26may2016,2016,5,26,1219,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,400,N TUCKER BLVD,,,JEFFERSON ARMS,,May2016.dta
561650.418377314,1021265.92442778,458437,26may2016,2016,5,26,1310,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK RESTROOM,May2016.dta
583192.49310318,1028713.3812545,458558,27may2016,2016,5,27,1101,May,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,65,3707,N. 25TH,,N. 25TH,,NUISANCE ABATEMENT PROPERTY,May2016.dta
557918.752211712,1028522.14912029,458559,27may2016,2016,5,27,1132,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,5,48,700,ROSEDALE AVE,,ROSEDALE,,METRIO LINK STOP,May2016.dta
563926.166484799,1004815.36091913,458645,27may2016,2016,5,27,2330,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,14,5000,MARDEL AVE,,MARDEL,,,May2016.dta
576950.688034192,1048708.96456611,458646,27may2016,2016,5,27,2330,May,2016,Narcotics,182250,DRUGS-POSSESSION/COCAINE,Yes,No,No,1,0,0,8337,N BROADWAY,,,ELITE MARKET AND GRILL,,May2016.dta
571358.691165764,1017416.17682765,458670,28may2016,2016,5,28,255,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,2,39,4100,MANCHESTER AVE,,,,,May2016.dta
586986.44496537,1019592.02062567,458947,30may2016,2016,5,30,1002,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,800,N TUCKER BLVD,,TUCKER,ST. PATRICKS CENTER,REAR 800 N. TUCKER,May2016.dta
587070.618986454,1018758.18104411,458952,30may2016,2016,5,30,1050,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1100,WASHINGTON AVE,,,,,May2016.dta
561650.418377314,1021265.92442778,459100,31may2016,2016,5,31,1455,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK RESTROOM,May2016.dta
573181.44365418,1002335.263187,459107,31may2016,2016,5,31,1525,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,16,3900,S GRAND BLVD,,,,,May2016.dta
561650.418377314,1021265.92442778,459108,31may2016,2016,5,31,1525,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK,May2016.dta
569100.192110531,1018170.21743258,459176,06jan2016,2016,1,6,130,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,39,4400,CHOUTEAU AVE,,CHOUTEAU,,,June2016.dta
564710.380374882,1037876.73008142,459197,10mar2016,2016,3,10,1537,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,50,5800,SELBER CT,,SELBER,SELBER COURT APARTMENTS,,June2016.dta
588500.772651233,1020606.75797764,459210,30mar2016,2016,3,30,1500,June,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,62,1123,N. 8TH,,N. 8TH,,,June2016.dta
578521.098614648,1011505.31051598,459265,27apr2016,2016,4,27,1030,June,2016,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,3,24,2730,RUSSELL,,RUSSELL,,,June2016.dta
585294.681766648,1019024.90152968,459269,27apr2016,2016,4,27,2300,June,2016,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,No,No,No,1,4,36,1501,LOCUST,,LOCUST,,,June2016.dta
569100.192110531,1018170.21743258,459289,03may2016,2016,5,3,959,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,2,39,4400,CHOUTEAU AVE,,CHOUTEAU,,,June2016.dta
585452.061079934,1011314.85577922,459290,03may2016,2016,5,3,1145,June,2016,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,No,No,No,1,3,21,730,CARROLL,,CARROLL,,: @SOULARD MARKET,June2016.dta
571311.940316334,1011427.59915727,459348,21may2016,2016,5,21,1247,June,2016,Other Assaults,91124,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",No,No,No,1,2,27,4048,CLEVELAND,,CLEVELAND,,,June2016.dta
562813.251038816,1024744.21251942,459354,22may2016,2016,5,22,130,June,2016,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",No,No,No,1,5,47,5536,PERSHING,,PERSHING,,,June2016.dta
570034.345445443,1022197.13631778,459408,27may2016,2016,5,27,1630,June,2016,Burglary,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,No,No,No,1,5,38,4405,WEST PINE,,WEST PINE,ELLSWORTH APARTMENTS,LAUNDRY ROOM,June2016.dta
583050.511063904,1016925.859579,459413,27may2016,2016,5,27,2300,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,47,300,UNION BLVD,,UNION,,,June2016.dta
561650.418377314,1021265.92442778,459431,29may2016,2016,5,29,1230,June,2016,Motor Vehicle Theft,72130,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,No,No,No,1,2,82,1,THEATRE,,THEATRE,,FOREST PARK MUNY PARKING LOT,June2016.dta
585890.758918326,1021177.27272829,459433,29may2016,2016,5,29,1708,June,2016,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,No,No,No,1,4,61,1108,16TH,,,,,June2016.dta
575842.916295327,1032989.56739701,459436,30may2016,2016,5,30,1,June,2016,Criminal Damage,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,No,No,No,1,6,68,3801,CLARENCE,,CLARENCE,KOSSUTH CHURCH OF GOD AND CHRIST,,June2016.dta
564938.696115296,1028634.20681629,459458,30may2016,2016,5,30,1950,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,49,5300,VERNON AVE,,VERNON,,APT 2 WEST,June2016.dta
561650.418377314,1021265.92442778,459539,01jun2016,2016,6,1,1125,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK RESTROOM,June2016.dta
561650.418377314,1021265.92442778,459563,01jun2016,2016,6,1,1425,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK RESTROOM,June2016.dta
586900.401696436,1019225.16545021,459771,03jun2016,2016,6,3,924,June,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,4,36,700,N TUCKER BLVD,,TUCKER,SHELL / BOOST MOBILE,,June2016.dta
567394.828823514,999958.809351876,459784,03jun2016,2016,6,3,1100,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,5,4200,DELOR ST,,DELOR,,,June2016.dta
565418.723765999,1031881.58383917,459936,04jun2016,2016,6,4,1045,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,50,5400,DR MARTIN LUTHER KING DR,,,,,June2016.dta
580208.065314665,1015382.78784013,460114,05jun2016,2016,6,5,1549,June,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,31,2600,CHOUTEAU AVE,,,QUICK TRIP,SERVICE STATION,June2016.dta
586986.44496537,1019592.02062567,460537,08jun2016,2016,6,8,1840,June,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,800,N TUCKER BLVD,,TUCKER,ST PATRICK CENTER,REAR,June2016.dta
561650.418377314,1021265.92442778,460630,09jun2016,2016,6,9,1440,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK,June2016.dta
577633.487585738,1052483.81996521,460707,10jun2016,2016,6,10,17,June,2016,Robbery,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,Yes,No,No,1,1,2,8800,NORTH BROADWAY,,LOWELL,,,June2016.dta
575328.053158361,1026840.95612505,460724,10jun2016,2016,6,10,657,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,57,4100,ALDINE AVE,,,,VACANT RESIDENCE,June2016.dta
561650.418377314,1021265.92442778,460744,10jun2016,2016,6,10,1125,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK RESTROOM,June2016.dta
590245.064771574,1018392.67757943,460768,10jun2016,2016,6,10,1523,June,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,700,N 2ND ST,,2ND,,,June2016.dta
587158.698556345,1016049.96628834,461028,12jun2016,2016,6,12,1440,June,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,300,N 9TH ST,,OLIVE,,,June2016.dta
574416.978264861,1022328.69882892,461038,12jun2016,2016,6,12,1600,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,38,3900,OLIVE ST,,OLIVE,,,June2016.dta
561650.418377314,1021265.92442778,461149,13jun2016,2016,6,13,1515,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK,June2016.dta
569251.26926345,1042497.74113432,461171,13jun2016,2016,6,13,1700,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,72,5700,WOODLAND AVE,,WOODLAND,,2ND FL,June2016.dta
561650.418377314,1021265.92442778,461253,14jun2016,2016,6,14,1012,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK,June2016.dta
561650.418377314,1021265.92442778,461254,14jun2016,2016,6,14,1016,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK RESTROOM,June2016.dta
561650.418377314,1021265.92442778,461255,14jun2016,2016,6,14,1022,June,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK RESTROOM,June2016.dta
586358.777306739,1022190.91932174,461276,14jun2016,2016,6,14,1350,June,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,4,61,1411,N. 14TH,,N. 14TH,,NUISANCE ABATEMENT PROPERTY,June2016.dta
584781.449854139,1017606.26797822,461412,15jun2016,2016,6,15,659,June,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,4,36,1500,MARKET ST,,MARKET,1520 MARKET,,June2016.dta
561650.418377314,1021265.92442778,461451,15jun2016,2016,6,15,1225,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK,June2016.dta
561650.418377314,1021265.92442778,461473,15jun2016,2016,6,15,1530,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK,June2016.dta
561650.418377314,1021265.92442778,461474,15jun2016,2016,6,15,1538,June,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,2,82,700,CARR LANE DR,,CARR LANE,FOREST PARK,FOREST PARK,June2016.dta
580628.773826249,1022945.01561104,461506,15jun2016,2016,6,15,2000,June,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,4,59,2900,JAMES COOL PAPA BELL AVE,,JAMES COOL PAPA BELL,,,June2016.dta
585628.375262462,1022600.88511747,461540,16jun2016,2016,6,16,250,June,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,62,1700,COCHRAN PL,,HOGAN,,1ST,June2016.dta
