xcoord,ycoord,objectid_1,id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,_source
904129.867256161,1030126.5838439,1051,164388,31aug2010,2010,8,31,1039,8,2010,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,5,65,3916,N. FLORISSANT,0,N. FLORISSANT,,,August2010.dta
899202.991611246,1026682.18128391,1052,164409,31aug2010,2010,8,31,1355,8,2010,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,0,0,2501,N. GRAND,0,N. GRAND,,,August2010.dta
905643.633257497,1011714.17906774,1054,164485,09jan2010,2010,1,9,1920,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,3,21,1535,8TH,0,8TH,,PARKING LOT,September2010.dta
905632.68872558,1010922.76267157,1055,164486,15jan2010,2010,1,15,2200,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,3,21,706,LAFAYETTE,0,,THE LIBRARY,,September2010.dta
898427.28975058,1008599.74303941,1057,164488,19jan2010,2010,1,19,1515,9,2010,4,43011,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,0,0,1,1,3,30,2718,GRAVOIS,0,GRAVOIS,,,September2010.dta
888673.331896327,1007077.4941154,1058,164490,24jan2010,2010,1,24,2030,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,3,15,4249,UTAH,0,UTAH,,,September2010.dta
885297.543044247,1028951.13245466,1059,164494,08feb2010,2010,2,8,2300,9,2010,7,71040,AUTO THEFT-PERM RETNT/ATTEMPT,0,0,1,1,7,51,5269,VERNON,0,VERNON,,,September2010.dta
890970.956894245,1006114.51342982,1060,164498,22feb2010,2010,2,22,1529,9,2010,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,3,15,3947,PARKER AVE,0,PARKER,,,September2010.dta
902740.748315245,1013113.47318515,1061,164499,26feb2010,2010,2,26,1333,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,4,32,1440,18TH,0,,,,September2010.dta
880520.032258078,1025571.43711432,1062,164500,26feb2010,2010,2,26,1710,9,2010,6,64701,LARCENY-FROM MTR VEH UNDER $500,0,0,1,1,7,46,5786,DEGIVERVILLE,0,DEGIVERVILLE,,,September2010.dta
905643.633257497,1011714.17906774,1063,164504,13mar2010,2010,3,13,1,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,3,21,1531,8TH,0,8TH,,,September2010.dta
905643.633257497,1011714.17906774,1064,164505,13mar2010,2010,3,13,1,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,3,21,1531,8TH,0,8TH,,,September2010.dta
885313.875360664,1025146.69091658,1066,164510,24mar2010,2010,3,24,330,9,2010,7,71040,AUTO THEFT-PERM RETNT/ATTEMPT,0,0,1,1,7,38,5248,WATERMAN,0,WATERMAN,,,September2010.dta
878092.960012496,1028564.48296549,1067,164518,09apr2010,2010,4,9,1700,9,2010,6,64701,LARCENY-FROM MTR VEH UNDER $500,0,0,1,1,7,48,700,ROSEDALE,0,,,METROLINK - DELMAR,September2010.dta
886739.249150328,1024914.62904474,1068,164523,16apr2010,2010,4,16,535,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,7,38,5076,WATERMAN,0,WATERMAN,,,September2010.dta
888743.84455058,1013265.88134491,1069,164527,21apr2010,2010,4,21,214,9,2010,6,64701,LARCENY-FROM MTR VEH UNDER $500,0,0,1,1,3,13,1925,ALFRED,0,ALFRED,,,September2010.dta
890976.306292996,1010627.28819691,1070,164529,22apr2010,2010,4,22,100,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,3,27,4119,MAGNOLIA,0,MAGNOLIA,,,September2010.dta
892034.202471163,1010384.19845999,1071,164530,22apr2010,2010,4,22,100,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,3,27,3959,MAGNOLIA,0,MAGNOLIA,,,September2010.dta
905219.889026247,1009749.13509757,1072,164532,24apr2010,2010,4,24,845,9,2010,6,64701,LARCENY-FROM MTR VEH UNDER $500,0,0,1,1,3,20,2018,7TH,0,7TH,,,September2010.dta
905416.202281911,1018846.00896416,1073,164541,03may2010,2010,5,3,2030,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,4,36,1500,LOCUST,0,,,,September2010.dta
907229.741633829,1014855.64456958,1074,164543,05may2010,2010,5,5,700,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,4,35,800,CERRE,0,CERRE,,,September2010.dta
888318.463511579,1008416.39760558,1075,164544,06may2010,2010,5,6,100,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,3,15,3151,MORGANFORD,0,MORGANFORD,,,September2010.dta
906533.143617578,1022232.89031374,1077,164546,10may2010,2010,5,10,1900,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,4,61,1510,CASS,0,CASS,,: REAR,September2010.dta
906404.945055079,1021962.81998774,1078,164547,10may2010,2010,5,10,2200,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,4,61,1458,PRESERVATION,0,PRESERVATION,,PARKING LOT,September2010.dta
902700.630941413,1007710.79337374,1079,164548,12may2010,2010,5,12,1700,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,3,21,2632,11TH,0,11TH,,: REAR,September2010.dta
879485.596662913,1030284.52545716,1080,164550,14may2010,2010,5,14,1000,9,2010,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",0,0,1,1,7,48,6017,HORTON,0,HORTON,,,September2010.dta
904561.967113744,1021138.23010149,1081,164553,22may2010,2010,5,22,20,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,4,61,1000,19TH,0,19TH,,,September2010.dta
890219.901309747,998763.985151902,1082,164556,28may2010,2010,5,28,100,9,2010,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,0,0,1,1,1,16,3817,DELOR,0,SPRING,,REAR,September2010.dta
877918.192317411,1027628.23352566,1083,164557,29may2010,2010,5,29,235,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,7,46,6161,DELMAR,0,DELMAR,,,September2010.dta
908248.617876913,1017620.95203107,1084,164560,04jun2010,2010,6,4,1500,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,4,35,707,PINE,0,PINE,,GARAGE,September2010.dta
904353.565955747,1018424.84838916,1085,164566,07jun2010,2010,6,7,2330,9,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,4,36,101,17TH,0,MARKET,,,September2010.dta
907711.836142078,1018137.02711441,1086,164606,30jun2010,2010,6,30,700,9,2010,11,112010,FRAUD-CREDIT DEVICE/OVER $150,1,0,0,1,4,35,315,N 9TH ST,0,9TH,CULINARIA SCHNUCKS,,September2010.dta
903552.996362664,1017697.38002782,1090,164657,08aug2010,2010,8,8,1730,9,2010,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,0,1,1,4,36,1820,MARKET,0,BROADWAY,UNION STATION,UNION STATION,September2010.dta
892926.280739497,1022037.93499499,1091,164695,18aug2010,2010,8,18,1545,9,2010,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",0,0,1,1,9,38,4061,LINDELL,0,LINDELL,,,September2010.dta
887691.20393933,1026780.06429024,1092,164749,27aug2010,2010,8,27,2206,9,2010,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,7,51,813,N KINGSHIGHWAY BLVD,0,KINGSHIGHWAY,,NUISANCE ABATEMENT PROPERTY,September2010.dta
894227.642309997,1011659.59649974,1094,164763,28aug2010,2010,8,28,2150,9,2010,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,3,27,2163,GRAND,0,,JACK N BOX,,September2010.dta
908605.220510162,1021685.72178865,1095,164951,01sep2010,2010,9,1,2000,9,2010,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,1,0,0,1,4,62,921,MANHATTAN PL,0,,,,September2010.dta
891764.174139827,1043013.00360907,1096,164989,02sep2010,2010,9,2,5,9,2010,3,31112,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,1,0,0,1,6,72,5252,THRUSH,0,,,,September2010.dta
906720.833858997,1017502.78756924,1098,165045,02sep2010,2010,9,2,1120,9,2010,9,92000,SIMPLE ASSAULT-HARRASSMENT,1,0,0,1,4,35,10,NORTH TUCKER,0,NORTH TUCKER,,CARNAHAN COURT BUILDING,September2010.dta
895810.807122663,1049857.38296491,1101,165314,04sep2010,2010,9,4,115,9,2010,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,0,0,8612,HALLS FERRY,0,HALLSFERRY,,,September2010.dta
901852.986639328,1035794.08891308,1105,165953,08sep2010,2010,9,8,1005,9,2010,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,5,68,1476,E ADELAIDE AVE,0,ADELAIDE,,,September2010.dta
905665.28741366,1018714.01939874,1107,166194,09sep2010,2010,9,9,1600,9,2010,6,67701,LARCENY-FROM BUILDING UNDER $500,1,0,0,1,4,36,310,N 15TH ST,0,15TH,CONFLUENCE ACADEMY,HIGH SCHOOL,September2010.dta
886393.77247908,1034687.45989274,1108,166208,09sep2010,2010,9,9,1726,9,2010,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,7,50,2806,BELT AVE,0,BELT,,NUISANCE ABATENMENT PROPERTY,September2010.dta
909622.217819996,1019372.00430324,1109,166345,10sep2010,2010,9,10,1218,9,2010,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,4,35,900,BROADWAY,0,,,,September2010.dta
888084.283861827,1029459.58222516,1110,166774,12sep2010,2010,9,12,2300,9,2010,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,0,0,1,7,51,1315,NORTH KINGSHIGHWAY,0,HOLLY,CURRENCY EXCHANGE CHECK CASHING,,September2010.dta
896465.827466164,999885.586255156,1111,166922,13sep2010,2010,9,13,2200,9,2010,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,1,17,2800,MERAMEC ST,0,MERAMEC,,,September2010.dta
881824.589360245,1021308.1506934,1112,167067,14sep2010,2010,9,14,1900,9,2010,4,43016,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1,0,0,1,2,82,1,THEATER DRIVE,0,RIDGE,MUNY,PARKING LOT,September2010.dta
908605.220510162,1021685.72178865,1116,167388,16sep2010,2010,9,16,1911,9,2010,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,62,925,MANHATTAN,0,,,,September2010.dta
877267.270390913,1025459.77493607,1117,167400,16sep2010,2010,9,16,2010,9,2010,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,7,46,260,N SKINKER,0,SKINKER,SKINKER,METROLINK PLATFORM,September2010.dta
886748.405628078,1032600.99392132,1120,168427,22sep2010,2010,9,22,2356,9,2010,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,7,50,5337,COTE BRILLANTE,0,COTE BRILLANTE,,,September2010.dta
891820.925666746,1024298.29891257,1121,168670,24sep2010,2010,9,24,1621,9,2010,18,183130,DRUGS-SALE/HEROIN,1,0,0,1,9,38,515,PENDELTON,0,OLIVE @ NEWSTEAD,,,September2010.dta
880677.210749496,1028675.09166816,1123,169223,28sep2010,2010,9,28,700,9,2010,4,43015,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1,0,0,1,7,48,11,CABANNE TOWNHOME DR,0,,,,September2010.dta
880677.210749496,1028675.09166816,1124,169224,28sep2010,2010,9,28,700,9,2010,4,43015,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,1,0,0,1,7,48,11,CABANNE TOWNHOME DR,0,,,,September2010.dta
884166.252983995,1013948.52138382,1126,169506,30sep2010,2010,9,30,220,9,2010,26,263299,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,1,0,0,1,0,0,5338,SHAW BLVD,0,SHAW,,,September2010.dta
898221.684518747,1007847.13037141,1128,169631,01jan2010,2010,1,1,800,10,2010,11,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,1,0,0,1,3,30,2930,IOWA AVE,0,IOWA,,,October2010.dta
874296.16183183,1007109.53473374,1129,169639,12feb2010,2010,2,12,2140,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,9,6968,OLEATHA,0,OLEATHA,,,October2010.dta
879024.22914733,1017024.60611091,1131,169642,22feb2010,2010,2,22,2200,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,42,6423,NASHVILLE,0,NASHVILLE,,,October2010.dta
883331.830768328,1005576.37539849,1133,169644,13mar2010,2010,3,13,1,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,14,5208,PERNOD,0,PERNOD,,ON STREET,October2010.dta
900287.421857078,1038854.20024691,1134,169645,13mar2010,2010,3,13,145,10,2010,21,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,0,0,1,1,6,79,6260,BROADWAY,0,BROADWAY,,,October2010.dta
881069.587917496,1011909.27677465,1135,169646,13mar2010,2010,3,13,1419,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,12,2524,HAMPTON,0,HAMPTON,JOEY B`S,PARKING LOT,October2010.dta
877235.151360661,1011490.34749441,1136,169647,16mar2010,2010,3,16,2230,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,11,6569,MARMADUKE,0,MARMADUKE,,,October2010.dta
881254.123965744,1000189.53216957,1137,169648,26mar2010,2010,3,26,1900,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,6,5427,GOETHE,0,GOETHE,,,October2010.dta
883032.893374078,1005005.38343024,1138,169651,05apr2010,2010,4,5,515,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,14,5230,MARDEL,0,MARDEL,,STREET,October2010.dta
896232.133051664,1012136.87047957,1139,169653,17apr2010,2010,4,17,1900,10,2010,6,64701,LARCENY-FROM MTR VEH UNDER $500,0,0,1,1,3,26,3217,RUSSELL,0,RUSSELL,STREET,,October2010.dta
894159.392118413,1007603.56392941,1140,169654,21apr2010,2010,4,21,1337,10,2010,26,262100,PORNAGRAPHY-PROMOTING,1,0,0,1,3,25,3522,JUNIATA,0,LINDBERG,,,October2010.dta
881325.211093914,1008382.48592799,1142,169658,08may2010,2010,5,8,900,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,14,3216,JANUARY,0,JANUARY,REAR PARKING LOT,: APT 5,October2010.dta
877964.557710245,1016496.89850491,1143,169659,16may2010,2010,5,16,2300,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,42,1408,LOUISVILLE,0,LOUISVILLE,,VEHICLE,October2010.dta
873722.546509247,1007013.32265582,1144,169661,24may2010,2010,5,24,1800,10,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,9,7033,PERNOD,0,PERNOD,,SINGLE FAMILY DWELLING,October2010.dta
893793.765224997,1005474.99699232,1145,169680,03jul2010,2010,7,3,1350,10,2010,10,101000,FORGERY,1,0,0,1,3,25,3430,SOUTH GRAND,0,SOUTH GRAND,US BANK,,October2010.dta
888624.871363331,1033124.59097124,1147,169703,23jul2010,2010,7,23,1914,10,2010,1,10000,HOMICIDE,0,0,1,1,7,52,5135,NORTHLAND,0,NORTHLAND,,REAR ALLEY,October2010.dta
901813.252466828,1029767.26336832,1148,169707,26jul2010,2010,7,26,1000,10,2010,6,67701,LARCENY-FROM BUILDING UNDER $500,0,0,1,1,5,67,3209,HARPER,0,HARPER,,,October2010.dta
889209.454511747,1028450.20661924,1150,169791,08sep2010,2010,9,8,2305,10,2010,4,43015,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,0,0,1,1,8,53,1217,BAYARD,0,BAYARD,,,October2010.dta
896934.102120161,1010169.18314199,1151,169794,10sep2010,2010,9,10,1,10,2010,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,1,0,0,1,3,25,3018,VICTOR,0,VICTOR,,:APT A,October2010.dta
896743.657947246,1006053.06374957,1152,169824,18sep2010,2010,9,18,1003,10,2010,4,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,0,1,1,3,30,3253,NEBRASKA,0,NEBRASKA,,,October2010.dta
905064.338484328,1023384.42541224,1153,169841,20sep2010,2010,9,20,1800,10,2010,6,67601,"LARCENY-FROM BUILDING $500 - $24,999",0,0,1,1,4,60,1860,MULLANPHY,0,MULLANPHY,,,October2010.dta
888528.962434411,1003528.24990157,1154,169842,20sep2010,2010,9,20,1930,10,2010,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,1,5,4170,MERAMEC ST,0,MERAMEC,,NUISANCE PROPERTY,October2010.dta
897739.046704497,1008065.17028966,1155,169850,22sep2010,2010,9,22,930,10,2010,6,69702,LARCENY-ALL OTHER UNDER $500,0,0,1,1,3,30,2919,CALIFORNIA,0,CALIFORNIA,,SINGLE FAMILY DWELLING,October2010.dta
897332.591808744,1040775.99299124,1156,169853,22sep2010,2010,9,22,1600,10,2010,5,52322,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,0,0,1,1,6,71,4947,FLORISSANT,0,FLORISSANT,,,October2010.dta
891081.858903412,992610.825542241,1157,169870,24sep2010,2010,9,24,900,10,2010,6,67601,"LARCENY-FROM BUILDING $500 - $24,999",0,0,1,1,1,1,6320,VERMONT,0,VERMONT,,,October2010.dta
898275.935066413,1009338.75206007,1158,169874,24sep2010,2010,9,24,1300,10,2010,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,3,24,2627,IOWA AVE,0,IOWA,,,October2010.dta
891070.742783912,1022819.00757982,1159,169951,28sep2010,2010,9,28,1730,10,2010,7,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,0,1,1,9,38,4340,MARYLAND,0,MARYLAND,,,October2010.dta
888845.527746163,1042706.85888015,1160,169956,28sep2010,2010,9,28,2130,10,2010,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,1,1,6,72,5765,AMELIA,0,AMELIA,,,October2010.dta
887453.695227996,1037007.91128857,1161,169969,29sep2010,2010,9,29,1600,10,2010,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,7,50,3509,BELT AVE,0,BELT,,,October2010.dta
899410.89211408,1014473.12728999,1162,169980,29sep2010,2010,9,29,2100,10,2010,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,1,1,9,31,2719,PARK,0,PARK,,,October2010.dta
910260.321530662,1018659.70290633,1163,170218,02oct2010,2010,10,2,50,10,2010,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,35,721,N. SECOND,0,N. 2ND,,,October2010.dta
908605.220510162,1021685.72178865,1164,170493,03oct2010,2010,10,3,2222,10,2010,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,4,62,911,MANHATTAN PL,0,,COCHRAN HOUSING COMPLEX,,October2010.dta
908605.220510162,1021685.72178865,1165,170494,03oct2010,2010,10,3,2222,10,2010,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,4,62,911,MANHATTAN PL,0,,COCHRAN HOUSING COMPLEX,,October2010.dta
884884.696428996,1037919.10828507,1167,170682,05oct2010,2010,10,5,1410,10,2010,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,7,50,5855,SELBER CT,0,HILLVALE,,,October2010.dta
904848.144034829,1020023.60569032,1169,170688,05oct2010,2010,10,5,1515,10,2010,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,4,36,1720,DELMAR BLVD,0,DELMAR,,,October2010.dta
888546.342648994,1025092.63360999,1171,170846,06oct2010,2010,10,6,1100,10,2010,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,9,38,410,EUCLID AVE,0,,CWE PLATFORM,CWE METRO LINK PLATFORM,October2010.dta
897471.471452247,1050149.66551682,1172,171016,07oct2010,2010,10,7,1300,10,2010,3,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1,0,0,1,6,74,8500,N BROADWAY,0,BROADWAY,,,October2010.dta
900013.918138996,1034515.80997358,1174,171069,07oct2010,2010,10,7,2015,10,2010,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,5,68,4562,ADELAIDE,0,SLU HOSP,,,October2010.dta
900013.918138996,1034515.80997358,1175,171070,07oct2010,2010,10,7,2015,10,2010,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,5,68,4562,ADELAIDE,0,SLU HOSP,,,October2010.dta
904225.914308161,1012767.87184224,1176,171675,11oct2010,2010,10,11,1750,10,2010,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,4,36,1414,S 14TH ST / SPRUCE S,0,,CIVIC CENTER STATION,AREA PICK-UP FOR BUS AND TRAIN PASSE,October2010.dta
897877.80955033,1050149.10908749,1178,171692,11oct2010,2010,10,11,1900,10,2010,26,266300,PUBLIC ORDER-UNDER-AGE RELATED VIOLATION,1,0,0,1,6,74,8456,LOWELL ST,0,LOWELL,,,October2010.dta
903015.119485661,1035130.60008257,1179,171783,12oct2010,2010,10,12,1058,10,2010,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,5,66,1440,E LINTON AVE,0,LINTON,,,October2010.dta
892892.689927414,999528.278570823,1180,171822,12oct2010,2010,10,12,1430,10,2010,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,0,0,1,5,67,4400,N GRAND,0,CHEROKEE,,,October2010.dta
903201.511829413,1033098.64712549,1182,172258,15oct2010,2010,10,15,713,10,2010,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,5,66,2017,E. GRAND,0,,,,October2010.dta
903201.511829413,1033098.64712549,1183,172259,15oct2010,2010,10,15,713,10,2010,9,91124,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",1,0,0,1,5,66,2017,E. GRAND,0,,,,October2010.dta
904374.089208663,1021349.49148999,1184,172276,15oct2010,2010,10,15,1000,10,2010,11,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,1,0,0,1,4,61,1918,CARR ST,0,CARR,JEDDY S IN-HOME SERVICES INC.,,October2010.dta
886950.297284663,985130.70008257,1185,172427,16oct2010,2010,10,16,30,10,2010,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,1,2,8658,S. BROADWAY,0,S. BROADWAY,,,October2010.dta
892155.943041328,1001088.73017433,1186,172516,16oct2010,2010,10,16,1337,10,2010,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,1,16,3800,MERAMEC ST,0,MERAMEC,,,October2010.dta
900031.891528245,1023282.16380574,1189,172750,18oct2010,2010,10,18,800,10,2010,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,9,59,3012,THOMAS ST,0,THOMAS,,,October2010.dta
886950.297284663,985130.70008257,1192,173467,22oct2010,2010,10,22,2030,10,2010,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,0,0,1,1,2,8658,S. BROADWAY,0,S. BROADWAY,,,October2010.dta
896007.72175508,1018135.01826016,1193,173481,22oct2010,2010,10,22,2145,10,2010,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,9,37,3560,SCOTT AVE,0,,GRAND METRO LINK PLATFORM,METRO LINK PLATFORM (GRAND),October2010.dta
878158.901809745,1027234.00399916,1194,173763,24oct2010,2010,10,24,1800,10,2010,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,7,46,6125,WASHINGTON AVE,0,WASHINGTON,,,October2010.dta
894483.76712583,993974.95995307,1195,173998,26oct2010,2010,10,26,800,10,2010,9,92000,SIMPLE ASSAULT-HARRASSMENT,1,0,0,1,1,1,5408,S. BROADWAY,0,PENNSYLVANIA,,,October2010.dta
883865.002930328,1034771.46300557,1196,174265,27oct2010,2010,10,27,1905,10,2010,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,7,50,1968,GOODFELLOW BLVD / LO,0,,,PARKING LOT,October2010.dta
902815.171722829,1030746.43168557,1198,174356,28oct2010,2010,10,28,1120,10,2010,26,263422,OBSTRUCT GOVRN OP-CITY COMM LIC VIOL,1,0,0,1,5,67,4120,GROVE ST,0,GROVE,,,October2010.dta
905665.28741366,1018714.01939874,1199,174368,28oct2010,2010,10,28,1230,10,2010,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,4,36,310,N 15TH ST,0,,CONFLUENCE ACADEMY,,October2010.dta
889818.417532664,1021512.74772516,1201,174838,01jan2009,2009,1,1,625,11,2010,5,51111,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,1,0,0,1,9,38,4424,LACLEDE,0,LACLEDE,,,November2010.dta
907326.712896578,1010880.92023557,1202,174841,01jan2010,2010,1,1,1137,11,2010,12,121000,EMBEZZLEMENT-VALUE OVER $150,1,0,0,1,0,0,1500,S 2ND ST,0,2ND,,,November2010.dta
886480.60202983,1012347.72734132,1203,174842,18jan2010,2010,1,18,1900,11,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,12,2245,KINGSHIGHWAY,0,KINGSHIGHWAY,XTREME AUTOMOTIVE,,November2010.dta
886480.60202983,1012347.72734132,1204,174844,26jan2010,2010,1,26,100,11,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,12,2245,KINGSHIGHWAY,0,KINGSHIGHWAY,XTREME AUTOMOTIVE,,November2010.dta
883342.650956661,1012044.54782957,1206,174855,08may2010,2010,5,8,2300,11,2010,7,71040,AUTO THEFT-PERM RETNT/ATTEMPT,0,0,1,1,2,12,5425,BOTANICAL,0,BOTANICAL,,,November2010.dta
877668.284024578,1018919.37364683,1207,174860,26may2010,2010,5,26,330,11,2010,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,2,44,6614,OAKLAND,0,OAKLAND,,,November2010.dta
