X,Y,ObjectID,Status,Score,Match_type,Match_addr,Side,Ref_ID,User_fld,Addr_type,ARC_Single,id,dateoccurr,yearoccurr,monthoccur,dayoccurre,timeoccurr,month,year,ucr,crime,descriptio,newcrime,unfounded,adjustment,count,district,neighborho,ileadsaddr,ileadsstre,cadaddress,cadstreet,locationna,locationco,xcoord,ycoord,_source,mergedilea
561650.418377314,1021265.92442778,188,M,89.04000000000,A,900 MCKINLEY DR,,231371,,PointAddress,900 MCKINLEY AVE,451872,07apr2016,2016,4,7,750,April,2016,Vagrancy,250000,LOITERING-BEGGING,Yes,No,No,1,0,2,900,MCKINLEY AVE,,,,MCKINLEY BRIDGE,0,0,April2016.dta,900 MCKINLEY AVE
583378.691807166,1017655.42089848,189,M,100.00000000000,A,1800 MARKET ST,,61515,,PointAddress,1800 MARKET ST,451877,07apr2016,2016,4,7,940,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1800,MARKET ST,,MARKET,ST. LOUIS UNION STATION,,0,0,April2016.dta,1800 MARKET ST
590376.586884249,1019384.63565698,190,M,100.00000000000,A,1000 N 2ND ST,,161524,,PointAddress,1000 N 2ND ST,451985,08apr2016,2016,4,8,330,April,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,4,35,1000,N 2ND ST,,2ND,LUMIERE PLACE CASINO,3RD LEVEL OF GARAGE,0,0,April2016.dta,1000 N 2ND ST
-1.79769313486232e+308,-1.79769313486232e+308,191,U,0.00000000000,A,,,-1,,,3600 GARFIELD AVE,452328,11apr2016,2016,4,11,130,April,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,59,3600,GARFIELD AVE,,,,,0,0,April2016.dta,3600 GARFIELD AVE
576630.341317378,1029256.5811843,192,M,100.00000000000,A,4100 ST LOUIS AVE,,11766,,PointAddress,4100 ST LOUIS AVE,452335,11apr2016,2016,4,11,600,April,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,56,4100,ST LOUIS AVE,,ST LOUIS,,,0,0,April2016.dta,4100 ST LOUIS AVE
561650.418377314,1021265.92442778,193,M,100.00000000000,A,5595 GRAND DR,,228700,,PointAddress,5595 GRAND DR,452367,11apr2016,2016,4,11,1230,April,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,2,5595,GRAND DR,,THEATRE,,TWIN LOTS,0,0,April2016.dta,5595 GRAND DR
579648.279085804,1007456.3024058,194,M,100.00000000000,A,2900 MISSOURI AVE,,81758,,PointAddress,2900 MISSOURI AVE,452390,11apr2016,2016,4,11,1553,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,22,2900,MISSOURI AVE,,,,ALLEY,0,0,April2016.dta,2900 MISSOURI AVE
-1.79769313486232e+308,-1.79769313486232e+308,195,U,0.00000000000,A,,,-1,,,600 S 3RD ST,452405,11apr2016,2016,4,11,1800,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,600,S 3RD ST,,3RD,,,0,0,April2016.dta,600 S 3RD ST
-1.79769313486232e+308,-1.79769313486232e+308,196,U,0.00000000000,A,,,-1,,,600 S 1ST ST,452409,11apr2016,2016,4,11,1830,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,600,S 1ST ST,,1ST,,,0,0,April2016.dta,600 S 1ST ST
587802.817124601,1013450.45288051,197,M,100.00000000000,A,1000 S 4TH ST,,180810,,PointAddress,1000 S 4TH ST,452412,11apr2016,2016,4,11,1858,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,34,1000,S 4TH ST,,4TH,THE DISTILLERY,THE DISTILLERY,0,0,April2016.dta,1000 S 4TH ST
-1.79769313486232e+308,-1.79769313486232e+308,198,U,0.00000000000,A,,,-1,,,3200 WINNEBAGO ST,452456,12apr2016,2016,4,12,1,April,2016,Sex Offenses,179210,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,Yes,No,No,1,3,19,3200,WINNEBAGO ST,,WINNEBAGO,,,0,0,April2016.dta,3200 WINNEBAGO ST
579648.666692689,1038368.86307725,199,M,100.00000000000,A,860 E TAYLOR AVE,,186653,,PointAddress,860 E. TAYLOR,452740,14apr2016,2016,4,14,909,April,2016,Stolen Property,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",Yes,No,No,1,0,6,860,E. TAYLOR,,,,PARKING LOT,0,0,April2016.dta,860 E. TAYLOR
566996.153852534,993794.358606517,200,M,89.04000000000,A,3900 HOLLY HILLS AVE,,162428,,PointAddress,3900 HOLLY HILLS DR,452811,14apr2016,2016,4,14,1840,April,2016,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,0,1,3900,HOLLY HILLS DR,,,,,0,0,April2016.dta,3900 HOLLY HILLS DR
-1.79769313486232e+308,-1.79769313486232e+308,201,U,0.00000000000,A,,,-1,,,500 S 8TH ST,453050,16apr2016,2016,4,16,1315,April,2016,Larceny,69702,LARCENY-ALL OTHER UNDER $500,Yes,No,No,1,0,4,500,S 8TH ST,,CERRE ST CITY,BUSCH STADIUM,,0,0,April2016.dta,500 S 8TH ST
-1.79769313486232e+308,-1.79769313486232e+308,202,U,0.00000000000,A,,,-1,,,718 MEMORIAL DR,453072,16apr2016,2016,4,16,1606,April,2016,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",Yes,No,No,1,0,4,718,MEMORIAL DR,,,,,0,0,April2016.dta,718 MEMORIAL DR
-1.79769313486232e+308,-1.79769313486232e+308,203,U,0.00000000000,A,,,-1,,,700 CONVENTION PZ,453083,16apr2016,2016,4,16,1724,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,700,CONVENTION PZ,,CONVENTION,,@EDWARD JONES DOME,0,0,April2016.dta,700 CONVENTION PZ
-1.79769313486232e+308,-1.79769313486232e+308,204,U,0.00000000000,A,,,-1,,,1200 LUCAS AVE,453110,16apr2016,2016,4,16,2135,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,1200,LUCAS AVE,,LUCAS,,,0,0,April2016.dta,1200 LUCAS AVE
-1.79769313486232e+308,-1.79769313486232e+308,205,U,0.00000000000,A,,,-1,,,4200 ADELAIDE AVE,453124,16apr2016,2016,4,16,2320,April,2016,Aggravated Assault,43012,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,Yes,No,No,1,0,6,4200,ADELAIDE AVE,,ALICE,,,0,0,April2016.dta,4200 ADELAIDE AVE
-1.79769313486232e+308,-1.79769313486232e+308,206,U,0.00000000000,A,,,-1,,,600 CLARK AVE,453132,17apr2016,2016,4,17,15,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,600,CLARK AVE,,CLARK,@BALLPARK VILLAGE,@BALLPARK VILLAGE,0,0,April2016.dta,600 CLARK AVE
-1.79769313486232e+308,-1.79769313486232e+308,207,U,0.00000000000,A,,,-1,,,2000 E ADELAIDE AVE,453135,17apr2016,2016,4,17,45,April,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,6,68,2000,E ADELAIDE AVE,,DE SOTO,,,0,0,April2016.dta,2000 E ADELAIDE AVE
583270.074531697,1031830.98094161,208,M,90.87000000000,A,4300 N FLORISSANT AVE,,96395,,PointAddress,4300 W FLORISSANT,453199,17apr2016,2016,4,17,1528,April,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,0,6,4300,W FLORISSANT,,,O FALLON PARK,,0,0,April2016.dta,4300 W FLORISSANT
-1.79769313486232e+308,-1.79769313486232e+308,209,U,0.00000000000,A,,,-1,,,2300 JUDITH CT,453205,17apr2016,2016,4,17,1615,April,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,3,18,2300,JUDITH CT,,BROADWAY,,,0,0,April2016.dta,2300 JUDITH CT
-1.79769313486232e+308,-1.79769313486232e+308,210,U,0.00000000000,A,,,-1,,,3200 OREGON AVE,453238,17apr2016,2016,4,17,2030,April,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,30,3200,OREGON AVE,,CALIFORNIA,,,0,0,April2016.dta,3200 OREGON AVE
573181.44365418,1002335.263187,211,M,100.00000000000,A,3900 S GRAND BLVD,,29579,,PointAddress,3900 S GRAND BLVD,453298,18apr2016,2016,4,18,1433,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,3,16,3900,S GRAND BLVD,,GRAND,,,0,0,April2016.dta,3900 S GRAND BLVD
-1.79769313486232e+308,-1.79769313486232e+308,212,U,0.00000000000,A,,,-1,,,300 CHESTNUT ST,453376,19apr2016,2016,4,19,59,April,2016,Sex Offenses,175400,SEX OFFNS-SX MISCONDUCT/SECOND,Yes,No,No,1,4,35,300,CHESTNUT ST,,CHESTNUT,,@HOTEL- HYATT REGENCY,0,0,April2016.dta,300 CHESTNUT ST
-1.79769313486232e+308,-1.79769313486232e+308,213,U,0.00000000000,A,,,-1,,,5100 MCREE AVE,453412,19apr2016,2016,4,19,1130,April,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,2,12,5100,MCREE AVE,,MCREE,GATEWAY HIGH SCHOOL,@SCHOOL - GATEWAY HIGH,0,0,April2016.dta,5100 MCREE AVE
-1.79769313486232e+308,-1.79769313486232e+308,214,U,0.00000000000,A,,,-1,,,300 DE BALIVIERE AVE,453562,20apr2016,2016,4,20,1300,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,5,47,300,DE BALIVIERE AVE,,DE BALIVIERE,METROLINK INFORMATION BOOTH,ALIAS 250 DEBALIVIERE,0,0,April2016.dta,300 DE BALIVIERE AVE
-1.79769313486232e+308,-1.79769313486232e+308,215,U,0.00000000000,A,,,-1,,,3600 SCOTT AVE,453698,21apr2016,2016,4,21,1840,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,37,3600,SCOTT AVE,,,METROLINK GRAND NORTH ELEVATOR,@METROLINK - GRAND,0,0,April2016.dta,3600 SCOTT AVE
583843.263223935,1013879.55444594,216,M,100.00000000000,A,1400 CHOUTEAU AVE,,19020,,PointAddress,1400 CHOUTEAU AVE,453722,21apr2016,2016,4,21,2130,April,2016,Sex Offenses,175500,SEX OFFNS-SX MISCONDUCT/FIRST,Yes,No,No,1,4,36,1400,CHOUTEAU AVE,,,BP SERVICE STATION,,0,0,April2016.dta,1400 CHOUTEAU AVE
583717.062789999,1016326.18259663,217,M,100.00000000000,A,600 S 18TH ST,,127314,,PointAddress,600 S 18TH ST,453866,23apr2016,2016,4,23,100,April,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,36,600,S 18TH ST,,,,,0,0,April2016.dta,600 S 18TH ST
-1.79769313486232e+308,-1.79769313486232e+308,218,U,0.00000000000,A,,,-1,,,2800 NORTH DR,453899,23apr2016,2016,4,23,1100,April,2016,Larceny,64701,LARCENY-FROM MTR VEH UNDER $500,Yes,No,No,1,0,0,2800,NORTH DR,,,,@TOWER GROVE PARK,0,0,April2016.dta,2800 NORTH DR
-1.79769313486232e+308,-1.79769313486232e+308,219,U,0.00000000000,A,,,-1,,,700 BATES ST,453950,23apr2016,2016,4,23,1800,April,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,1,700,BATES ST,,,,OFFENDER S RESIDENCE,0,0,April2016.dta,700 BATES ST
567811.769359451,1027050.60777513,220,M,100.00000000000,A,900 N KINGSHIGHWAY BLVD,,18085,,PointAddress,900 N KINGSHIGHWAY BLVD,454021,24apr2016,2016,4,24,800,April,2016,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,5,53,900,N KINGSHIGHWAY BLVD,,KINGSHIGHWAY,,,0,0,April2016.dta,900 N KINGSHIGHWAY BLVD
583270.074531697,1031830.98094161,221,M,90.87000000000,A,4300 N FLORISSANT AVE,,96395,,PointAddress,4300 WEST FLORISSANT,454058,24apr2016,2016,4,24,1645,April,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,Yes,No,No,1,0,6,4300,WEST FLORISSANT,,,O FALLON PARK,@OFALLON PARK,0,0,April2016.dta,4300 WEST FLORISSANT
-1.79769313486232e+308,-1.79769313486232e+308,222,U,0.00000000000,A,,,-1,,,1800 CLARK AVE,454206,25apr2016,2016,4,25,1845,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,0,4,1800,CLARK AVE,,,US POST OFFICE,,0,0,April2016.dta,1800 CLARK AVE
586375.346136205,1018412.71194198,223,M,100.00000000000,A,1200 LOCUST ST,,67648,,PointAddress,1200 LOCUST ST,454459,27apr2016,2016,4,27,2239,April,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,36,1200,LOCUST ST,,LOCUST,CHRIST CHURCH CATHEDRAL,CHURCH,0,0,April2016.dta,1200 LOCUST ST
-1.79769313486232e+308,-1.79769313486232e+308,224,U,0.00000000000,A,,,-1,,,4250 W GERMANIA ST,454538,28apr2016,2016,4,28,1720,April,2016,Other Offense,265321,LEAVING SCENE OF ACCIDENT,Yes,No,No,1,4,1,4250,W GERMANIA ST,,,,,0,0,April2016.dta,4250 W GERMANIA ST
583766.499591351,1032662.77657927,225,M,90.87000000000,A,4419 19TH ST,,114857,,PointAddress,4419 N. 19TH,454596,29apr2016,2016,4,29,1017,April,2016,Other Offense,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,Yes,No,No,1,0,4,4419,N. 19TH,,N. 19TH,,NUISANCE ABATEMENT PROPERTY,0,0,April2016.dta,4419 N. 19TH
579617.410291955,1011302.91967091,226,M,100.00000000000,A,2100 S JEFFERSON AVE,,47822,,PointAddress,2100 S JEFFERSON,454610,29apr2016,2016,4,29,1323,April,2016,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,0,3,2100,S JEFFERSON,,,BENTON PARK,,0,0,April2016.dta,2100 S JEFFERSON
573597.272686429,1035057.97311796,227,M,100.00000000000,A,4700 FARLIN AVE,,108307,,PointAddress,4700 FARLIN AVE,454812,01jan2016,2016,1,1,848,May,2016,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,6,69,4700,FARLIN AVE,,FARLIN,,,0,0,May2016.dta,4700 FARLIN AVE
578729.63002624,1009121.23884077,228,M,100.00000000000,A,2627 TEXAS AVE,,90741,,PointAddress,2627 TEXAS,454822,17jan2016,2016,1,17,723,May,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,3,24,2627,TEXAS,,,,,0,0,May2016.dta,2627 TEXAS
573171.530744605,1004948.59286949,229,T,90.87000000000,A,3517 S GRAND BLVD,,30186,,PointAddress,3517 GRAND,454823,17jan2016,2016,1,17,1806,May,2016,Robbery,36111,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,Yes,No,No,1,2,15,3517,GRAND,,,,: @KENTUCKY FRIED CHICKEN - S GRAND,0,0,May2016.dta,3517 GRAND
573171.530744605,1004948.59286949,230,T,90.87000000000,A,3517 S GRAND BLVD,,30186,,PointAddress,3517 GRAND,454824,17jan2016,2016,1,17,1806,May,2016,Homicide,10000,HOMICIDE,No,No,No,1,2,15,3517,GRAND,,,,: @KENTUCKY FRIED CHICKEN - S GRAND,0,0,May2016.dta,3517 GRAND
587488.205897812,1020740.5904457,231,M,100.00000000000,A,1100 HADLEY ST,,134223,,PointAddress,1100 HADLEY ST,454828,01feb2016,2016,2,1,1,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,62,1100,HADLEY ST,,WHITTIER,,,0,0,May2016.dta,1100 HADLEY ST
586067.363533057,1023350.18818361,232,M,100.00000000000,A,1600 N 17TH ST,,152279,,PointAddress,1600 N 17TH ST,454836,12feb2016,2016,2,12,1200,May,2016,Sex Offenses,179220,SEX OFFNS-CHILD MOLESTATION-SECOND DEGREE,Yes,No,No,1,4,60,1600,N 17TH ST,,17TH,,,0,0,May2016.dta,1600 N 17TH ST
-1.79769313486232e+308,-1.79769313486232e+308,233,U,0.00000000000,A,,,-1,,,3400 MINNESOTA AVE,454855,09mar2016,2016,3,9,1630,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,3,19,3400,MINNESOTA AVE,,MINNESOTA,,,0,0,May2016.dta,3400 MINNESOTA AVE
565912.235768847,999739.814738125,234,M,100.00000000000,A,5400 GRAVOIS AVE,,31211,,PointAddress,5400 GRAVOIS AVE,454870,24mar2016,2016,3,24,700,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,5,5400,GRAVOIS AVE,,GRAVOIS,ADVENTURE LEARNING CENTER,,0,0,May2016.dta,5400 GRAVOIS AVE
565912.235768847,999739.814738125,235,M,100.00000000000,A,5400 GRAVOIS AVE,,31211,,PointAddress,5400 GRAVOIS AVE,454871,24mar2016,2016,3,24,700,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,5,5400,GRAVOIS AVE,,GRAVOIS,ADVENTURE LEARNING CENTER,,0,0,May2016.dta,5400 GRAVOIS AVE
-1.79769313486232e+308,-1.79769313486232e+308,236,U,0.00000000000,A,,,-1,,,5000 MINNESOTA AVE,454876,25mar2016,2016,3,25,1630,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,17,5000,MINNESOTA AVE,,MICHIGAN,,,0,0,May2016.dta,5000 MINNESOTA AVE
587319.664598122,1021031.25739373,237,M,90.87000000000,A,1200 N TUCKER BLVD,,164344,,PointAddress,1200 S TUCKER BLVD,454889,01apr2016,2016,4,1,1736,May,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,3,33,1200,S TUCKER BLVD,,TUCKER,,,0,0,May2016.dta,1200 S TUCKER BLVD
584831.56906198,1018911.78801435,238,M,100.00000000000,A,1600 LOCUST ST,,67674,,PointAddress,1600 LOCUST,454902,06apr2016,2016,4,6,1930,May,2016,Larceny,66701,LARCENY-BICYCLES UNDER $500,No,No,No,1,4,36,1600,LOCUST,,LOCUST,,,0,0,May2016.dta,1600 LOCUST
576624.323038097,1050324.83433701,239,M,100.00000000000,A,6 GAST PL,,210287,,PointAddress,6 GAST,454933,15apr2016,2016,4,15,441,May,2016,Aggravated Assault,43011,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE,No,No,No,1,6,74,6,GAST,,GAST,,,0,0,May2016.dta,6 GAST
558596.363290276,1028540.50203327,240,M,100.00000000000,A,6062 CATES AVE,,43097,,PointAddress,6062 CATES,454947,17apr2016,2016,4,17,910,May,2016,Arson,83000,ARSON-KNOWINGLY BURNING/SUCCESS,Yes,No,No,1,5,48,6062,CATES,,CATES,,,0,0,May2016.dta,6062 CATES
-1.79769313486232e+308,-1.79769313486232e+308,241,U,0.00000000000,A,,,-1,,,2600 GRAND,454957,19apr2016,2016,4,19,22,May,2016,Weapons,151140,WEAPONS-STATE VIOL/UNLWFL USE/DISCHARGING,No,No,No,1,4,59,2600,GRAND,,,,,0,0,May2016.dta,2600 GRAND
584633.338166848,1009566.67230413,242,M,100.00000000000,A,710 RUSSELL BLVD,,55192,,PointAddress,710 RUSSELL,454958,19apr2016,2016,4,19,815,May,2016,Larceny,63601,"LARCENY-SHOPLIFT $500 - $24,999",No,No,No,1,3,20,710,RUSSELL,,RUSSELL,PHILLIPS 66,,0,0,May2016.dta,710 RUSSELL
572801.591091834,1033038.95834064,243,M,97.07000000000,A,4666 ASHLAND AVE,,73274,,PointAddress,4666 ASHLAND CT,454964,19apr2016,2016,4,19,2030,May,2016,Narcotics,182130,DRUGS-POSSESSION/HEROIN,Yes,No,No,1,6,56,4666,ASHLAND CT,,ASHLAND,,STREET,0,0,May2016.dta,4666 ASHLAND CT
-1.79769313486232e+308,-1.79769313486232e+308,244,U,0.00000000000,A,,,-1,,,800 AUBERT AVE,454978,21apr2016,2016,4,21,1800,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,53,800,AUBERT AVE,,AUBERT,,,0,0,May2016.dta,800 AUBERT AVE
571938.937578842,1020674.74968429,245,M,100.00000000000,A,4121 FOREST PARK AVE,,114422,,PointAddress,4121 FOREST PARK,454979,21apr2016,2016,4,21,1823,May,2016,Larceny,64601,"LARCENY-FROM MTR VEH $500 - $24,999",No,No,No,1,5,38,4121,FOREST PARK,,FOREST PARK,,PARKING LOT OF SALVATION ARMY,0,0,May2016.dta,4121 FOREST PARK
-1.79769313486232e+308,-1.79769313486232e+308,246,U,0.00000000000,A,,,-1,,,1800 CHESTNUT ST,455012,25apr2016,2016,4,25,200,May,2016,Sex Offenses,176200,SEX OFFNS-SX ABUSE/2ND/VIC 12-13 OR INCAPACITA,Yes,No,No,1,4,36,1800,CHESTNUT ST,,JEFFERSON,ANTHEM BLUE CROSS/ BLUE SHIELD,,0,0,May2016.dta,1800 CHESTNUT ST
573109.967852969,998446.975452267,247,M,100.00000000000,A,4531 ALASKA AVE,,176184,,PointAddress,4531 ALASKA,455025,25apr2016,2016,4,25,2030,May,2016,Motor Vehicle Theft,71030,AUTO THEFT-PERM RETNT/JOY RIDE,No,No,No,1,1,16,4531,ALASKA,,ALASKA,,,0,0,May2016.dta,4531 ALASKA
584262.257530432,1014776.01273845,248,M,100.00000000000,A,1500 PAPIN ST,,133438,,PointAddress,1500 PAPIN ST,455039,27apr2016,2016,4,27,500,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,36,1500,PAPIN ST,,LOCUST,,,0,0,May2016.dta,1500 PAPIN ST
570699.552011877,1031965.39754963,249,M,100.00000000000,A,4827 NORTHLAND AVE,,121413,,PointAddress,4827 NORTHLAND,455076,29apr2016,2016,4,29,927,May,2016,Weapons,151130,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,No,No,No,1,5,55,4827,NORTHLAND,,NORTHLAND,,,0,0,May2016.dta,4827 NORTHLAND
-1.79769313486232e+308,-1.79769313486232e+308,250,U,0.00000000000,A,,,-1,,,1000 COLE ST,455082,29apr2016,2016,4,29,1600,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,4,62,1000,COLE ST,,COLE,,,0,0,May2016.dta,1000 COLE ST
-1.79769313486232e+308,-1.79769313486232e+308,251,U,0.00000000000,A,,,-1,,,4300 KENNERLY AVE,455107,30apr2016,2016,4,30,1500,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,5,57,4300,KENNERLY AVE,,COTE BRILLIANTE,THE VILLE APARTMENTS,EXACT APARTMENT IS UNKNOWN,0,0,May2016.dta,4300 KENNERLY AVE
-1.79769313486232e+308,-1.79769313486232e+308,252,U,0.00000000000,A,,,-1,,,900 BATES ST,455118,30apr2016,2016,4,30,2100,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,1,900,BATES ST,,BATES,,,0,0,May2016.dta,900 BATES ST
-1.79769313486232e+308,-1.79769313486232e+308,253,U,0.00000000000,A,,,-1,,,2100 ARSENAL,455170,01may2016,2016,5,1,1030,May,2016,Liquor Laws,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,Yes,No,No,1,3,22,2100,ARSENAL,,,BENTON PARK,,0,0,May2016.dta,2100 ARSENAL
577097.120455608,1005110.61036318,254,M,100.00000000000,A,2800 CHEROKEE ST,,84743,,PointAddress,2800 CHEROKEE ST,455320,02may2016,2016,5,2,1550,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,3,19,2800,CHEROKEE ST,,CHEROKEE,,,0,0,May2016.dta,2800 CHEROKEE ST
570206.30642052,989679.1494243,255,M,100.00000000000,A,7100 PENNSYLVANIA AVE,,93115,,PointAddress,7100 PENNSYLVANIA AVE,455433,03may2016,2016,5,3,1500,May,2016,Sexual Assault,21000,RAPE -- FORCIBLE,Yes,No,No,1,1,1,7100,PENNSYLVANIA AVE,,PENNSYLVANIA,,,0,0,May2016.dta,7100 PENNSYLVANIA AVE
581997.347129785,1029324.51720659,256,M,100.00000000000,A,2900 HARPER ST,,194749,,PointAddress,2900 HARPER ST,455716,05may2016,2016,5,5,1845,May,2016,Sexual Assault,23000,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,Yes,No,No,1,4,67,2900,HARPER ST,,HARPER,,,0,0,May2016.dta,2900 HARPER ST
587957.01041849,1017656.33259355,257,M,90.87000000000,A,200 N 8TH ST,,85081,,PointAddress,200 S 8TH ST,455763,06may2016,2016,5,6,7,May,2016,Sex Offenses,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,Yes,No,No,1,4,35,200,S 8TH ST,,,,,0,0,May2016.dta,200 S 8TH ST
581793.861158781,1008253.49075391,258,M,100.00000000000,A,1300 SIDNEY ST,,100863,,PointAddress,1300 SIDNEY ST,455909,07may2016,2016,5,7,138,May,2016,Sex Offenses,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,Yes,No,No,1,3,21,1300,SIDNEY ST,,,,,0,0,May2016.dta,1300 SIDNEY ST
585628.375262462,1022600.88511747,259,M,100.00000000000,A,1434 HOGAN ST,,129823,,PointAddress,1434 HOGAN ST,455942,07may2016,2016,5,7,1120,May,2016,Other Assaults,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",Yes,No,No,1,4,61,1434,HOGAN ST,,,PRESERVATION PLACE,,0,0,May2016.dta,1434 HOGAN ST
-1.79769313486232e+308,-1.79769313486232e+308,260,U,0.00000000000,A,,,-1,,,39 FAIRGROUND PARK,455995,07may2016,2016,5,7,2040,May,2016,Aggravated Assault,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,Yes,No,No,1,6,83,39,FAIRGROUND PARK,,,,,0,0,May2016.dta,39 FAIRGROUND PARK
-1.79769313486232e+308,-1.79769313486232e+308,261,U,0.00000000000,A,,,-1,,,39 FAIRGROUND PARK,455996,07may2016,2016,5,7,2040,May,2016,Aggravated Assault,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,Yes,No,No,1,6,83,39,FAIRGROUND PARK,,,,,0,0,May2016.dta,39 FAIRGROUND PARK
-1.79769313486232e+308,-1.79769313486232e+308,262,U,0.00000000000,A,,,-1,,,39 FAIRGROUND PARK,455997,07may2016,2016,5,7,2040,May,2016,Aggravated Assault,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,Yes,No,No,1,6,83,39,FAIRGROUND PARK,,,,,0,0,May2016.dta,39 FAIRGROUND PARK
