xcoord,ycoord,objectid_1,status,id,dateOccurred,yearOccurred,monthOccurred,dayOccurred,timeOccurred,month,year,ucr,crime,description,newCrime,unfounded,adjustment,count,district,neighborhood,ileadsaddress,ileadsstreet,cadaddress,cadstreet,locationName,locationComment,_source
-1.79769313486232e+308,-,1746,U,216853,03aug2011,2011,8,3,1028,8,2011,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,1,16,8560,S GRAND BLVD,0,,CONOCO GAS STATION,,August2011.dta
-1.79769313486232e+308,-,1753,U,218603,14aug2011,2011,8,14,1530,8,2011,5,51130,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,1,0,0,1,3,27,3209,THURMAN AVE,0,BOTANICAL,,,August2011.dta
-1.79769313486232e+308,-,1755,U,218884,16aug2011,2011,8,16,1445,8,2011,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,4,36,1414,SPRUCE ST,0,,,CIVIC CENTER BUS TRANSFER,August2011.dta
-1.79769313486232e+308,-,1762,U,220047,24aug2011,2011,8,24,1248,8,2011,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,7,78,5470,DR. MARTIN LUTHER KI,0,DR. MARTIN LUTHER KI,,,August2011.dta
-1.79769313486232e+308,-,1763,U,220529,27aug2011,2011,8,27,1940,8,2011,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,36,300,S. 18TH,0,S. 18TH,UNION STATION,UNION STATION,August2011.dta
-1.79769313486232e+308,-,1764,U,220553,27aug2011,2011,8,27,2230,8,2011,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,1,16,4000,VIRGINIA AVE,0,,,,August2011.dta
-1.79769313486232e+308,-,1766,U,221043,31aug2011,2011,8,31,2311,8,2011,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,5,64,3811,N 19TH ST,0,,STREET,,August2011.dta
-1.79769313486232e+308,-,1779,U,221236,18aug2011,2011,8,18,1701,9,2011,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,7,78,5801,MINERVA,0,SHAWMUT,,,September2011.dta
-1.79769313486232e+308,-,1780,U,221244,19aug2011,2011,8,19,2300,9,2011,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,3,27,2000,KLEMM,0,,TOWER GROVE SOUTH,,September2011.dta
-1.79769313486232e+308,-,1781,U,221270,22aug2011,2011,8,22,1530,9,2011,6,69602,"LARCENY-ALL OTHER $500 - $24,999",0,0,1,1,4,63,1628,14TH,0,14TH,,: REAR APT,September2011.dta
-1.79769313486232e+308,-,1797,U,221690,02sep2011,2011,9,2,2145,9,2011,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,36,420,S 8TH ST,0,8TH,BUSCH STADIUM,,September2011.dta
-1.79769313486232e+308,-,1798,U,221691,02sep2011,2011,9,2,2154,9,2011,24,241500,DISORDERLY CONDUCT-PEACE DSTRB/SPORTS EVNT,1,0,0,1,4,35,420,SOUTH 8TH,0,8TH,BUSCH STADIUM,,September2011.dta
-1.79769313486232e+308,-,1799,U,221759,03sep2011,2011,9,3,835,9,2011,17,178100,SEX OFFNS-EXPOSURE/LEWD&LACIV ACT,1,0,0,1,2,82,100,FOREST PARK,0,,CONFEDERATE DR,@FOREST PARK,September2011.dta
-1.79769313486232e+308,-,1804,U,222538,09sep2011,2011,9,9,830,9,2011,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,1,16,3966,KEOKUK ST 1ST FL,0,KEOKUK,,,September2011.dta
-1.79769313486232e+308,-,1805,U,222555,09sep2011,2011,9,9,1137,9,2011,18,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1,0,0,1,1,2,400,STEINS ST / VIRGINIA,0,,,,September2011.dta
-1.79769313486232e+308,-,1808,U,222973,12sep2011,2011,9,12,920,9,2011,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER,,September2011.dta
-1.79769313486232e+308,-,1809,U,222975,12sep2011,2011,9,12,920,9,2011,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER,,September2011.dta
-1.79769313486232e+308,-,1810,U,223030,12sep2011,2011,9,12,1730,9,2011,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,3,25,3230,HARTFORD SAINT LOUIS,0,HARTFORD SAINT LOUIS,TOWER GROVE SOUTH,ROOSEVELT HIGH SCHOOL,September2011.dta
-1.79769313486232e+308,-,1821,U,225002,26sep2011,2011,9,26,2115,9,2011,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,7,52,2600,NORWOOD AVE,0,KINGSHIGHWAY,COVENANT HOUSE,,September2011.dta
-1.79769313486232e+308,-,1822,U,225102,27sep2011,2011,9,27,1900,9,2011,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,0,0,1,6,73,6315,W. FLORISSANT,0,,,,September2011.dta
-1.79769313486232e+308,-,1827,U,225372,29sep2011,2011,9,29,1911,9,2011,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,5,66,5300,BLAIR AVE,0,,,,September2011.dta
-1.79769313486232e+308,-,1828,U,225379,29sep2011,2011,9,29,2000,9,2011,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,4,35,1100,N 3RD ST,0,N. 13TH,,,September2011.dta
-1.79769313486232e+308,-,1829,U,225454,30sep2011,2011,9,30,1630,9,2011,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,9,37,30,VANDEVENTER,0,,,,September2011.dta
-1.79769313486232e+308,-,1830,U,225486,01dec2010,2010,12,1,922,9,2011,12,121000,EMBEZZLEMENT-VALUE OVER $150,1,0,0,1,2,41,1110,HIGHLANDS PLZ,0,HIGHLANDS,BJC MEDICAL GROUP,,September2011.dta
-1.79769313486232e+308,-,1840,U,225677,16sep2011,2011,9,16,1530,10,2011,6,69602,"LARCENY-ALL OTHER $500 - $24,999",0,0,1,1,3,20,1200,WHARF,0,,,,October2011.dta
-1.79769313486232e+308,-,1841,U,225685,17sep2011,2011,9,17,2200,10,2011,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",0,0,1,1,9,77,2945,OLIVE,0,OLIVE,,,October2011.dta
909025.331218496,1015782.53805699,1842,T,225713,21sep2011,2011,9,21,845,10,2011,3,31422,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/ATTEMPT,0,0,1,1,4,35,300,4TH,0,,,,October2011.dta
-1.79769313486232e+308,-,1846,U,225749,24sep2011,2011,9,24,300,10,2011,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,1,1,3,25,3186,GRAND,0,GRAND,,PARKING LOT,October2011.dta
-1.79769313486232e+308,-,1851,U,226160,02oct2011,2011,10,2,2100,10,2011,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,7,48,1021,N SKINKER BLVD,0,,,,October2011.dta
-1.79769313486232e+308,-,1853,U,226684,06oct2011,2011,10,6,2001,10,2011,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,36,1414,SPRUCE ST,0,,,CIVIC CENTER METRO LINK PLATFORM,October2011.dta
-1.79769313486232e+308,-,1854,U,226777,07oct2011,2011,10,7,1440,10,2011,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,5,60,3501,PARNELL,0,,,,October2011.dta
-1.79769313486232e+308,-,1855,U,226844,07oct2011,2011,10,7,2200,10,2011,8,83000,ARSON-KNOWINGLY BURNING/SUCCESS,1,0,0,1,6,0,8620,VERONICA,0,,,,October2011.dta
-1.79769313486232e+308,-,1858,U,227214,10oct2011,2011,10,10,1757,10,2011,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,5,0,2000,EMILY,0,,,,October2011.dta
-1.79769313486232e+308,-,1861,U,227881,15oct2011,2011,10,15,1101,10,2011,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,36,1413,SPRUCE ST,0,SPRUCE,CIVIC CENTER METRO LINK PLATFORM,METRO LINK AGENCY,October2011.dta
-1.79769313486232e+308,-,1862,U,228499,20oct2011,2011,10,20,1100,10,2011,22,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1,0,0,1,4,36,1414,SPRUCE ST,0,,METRO LINK,CIVIC CENTER METRO PLATFORM,October2011.dta
-1.79769313486232e+308,-,1867,U,229333,26oct2011,2011,10,26,730,10,2011,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,6,74,8600,RIVERVIEW DR,0,,BUS STATION,,October2011.dta
-1.79769313486232e+308,-,1870,U,229760,29oct2011,2011,10,29,400,10,2011,2,21000,RAPE -- FORCIBLE,1,0,0,1,1,16,3800,PENNSYLVANIA,0,PENNSYLVANIA,,,October2011.dta
-1.79769313486232e+308,-,1871,U,229958,30oct2011,2011,10,30,1710,10,2011,6,69703,LARCENY-ALL OTH/FRM PRSN/UNDER $500,1,0,0,1,4,36,1413,SPRUCE ST,0,SPRUCE,CIVIC CENTER METROLINK STATION,CIVIC CENTER METROLINK STATION,October2011.dta
887172.408717077,985868.381021902,1873,T,230136,25may2011,2011,5,25,1200,11,2011,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,6,74,8517,BROADWAY,0,BROADWAY,,,November2011.dta
-1.79769313486232e+308,-,1877,U,230211,24sep2011,2011,9,24,2224,11,2011,1,10000,HOMICIDE,0,0,1,1,1,1,100,ELWOOD,0,,SR. MARIE CHARLES PARK,,November2011.dta
-1.79769313486232e+308,-,1880,U,230245,07oct2011,2011,10,7,800,11,2011,2,21000,RAPE -- FORCIBLE,0,0,1,1,7,50,5400,MAFFITT,0,MAFFITT,,,November2011.dta
908743.272399411,1016082.50005549,1884,T,230252,07oct2011,2011,10,7,2000,11,2011,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,4,35,200,BROADWAY,0,,,,November2011.dta
893553.256191578,1003648.50983165,1885,T,230267,12oct2011,2011,10,12,1922,11,2011,21,211000,DUI-DRVING WHILE INTOXICATED,0,0,1,1,5,67,3710,GRAND,0,,MOBLIE GAS STATION,MOBLIE GAS STATION,November2011.dta
-1.79769313486232e+308,-,1888,U,230316,22oct2011,2011,10,22,111,11,2011,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,4,35,200,LACLEDES LANDING BLV,0,,,,November2011.dta
-1.79769313486232e+308,-,1896,U,230909,04nov2011,2011,11,4,1200,11,2011,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,9,77,650,JOSEPHINE BAKER AVE,0,,,,November2011.dta
-1.79769313486232e+308,-,1903,U,232821,18nov2011,2011,11,18,1,11,2011,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,1,0,0,1,3,15,3998,S. KINGSHIGHWAY,0,,,,November2011.dta
-1.79769313486232e+308,-,1912,U,234393,01oct2011,2011,10,1,100,12,2011,15,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1,0,0,1,4,64,700,LEONARD K SULLIVAN,0,LEONARD K SULLIVAN,,,December2011.dta
906060.954929411,1010980.04208457,1919,T,234488,10nov2011,2011,11,10,145,12,2011,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,1,1,3,20,1611,BROADWAY,0,,,,December2011.dta
-1.79769313486232e+308,-,1927,U,234525,15nov2011,2011,11,15,2216,12,2011,21,212000,DUI-DRVING UNDR INFLUNC ALC/DRUGS,0,0,1,1,7,50,5300,SAINT LOUIS,0,,,,December2011.dta
-1.79769313486232e+308,-,1941,U,234644,29nov2011,2011,11,29,930,12,2011,6,69602,"LARCENY-ALL OTHER $500 - $24,999",1,0,0,1,5,59,3800,HEBERT ST,0,,,,December2011.dta
-1.79769313486232e+308,-,1942,U,234813,01dec2011,2011,12,1,2100,12,2011,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,2,45,6340,SOUTHWOOD AVE,0,SOUTHWOOD,,ON STREET,December2011.dta
-1.79769313486232e+308,-,1943,U,234911,02dec2011,2011,12,2,1430,12,2011,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,5,67,4044,N. GRAND,0,N. GRAND,,,December2011.dta
-1.79769313486232e+308,-,1945,U,235165,04dec2011,2011,12,4,730,12,2011,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1,0,0,1,2,82,98,FOREST PARK AVE,0,FINE ARTS,,@ WORLDS FAIR PAVILLION,December2011.dta
-1.79769313486232e+308,-,1947,U,235458,06dec2011,2011,12,6,1645,12,2011,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,4,36,1413,SPRUCE,0,SPRUCE,CIVIC CENTER,METROLINK/ BUS STATION,December2011.dta
-1.79769313486232e+308,-,1950,U,236214,13dec2011,2011,12,13,1015,12,2011,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,36,300,S 18TH,0,18TH,UNION STATION,METROLINK PLATFORM,December2011.dta
-1.79769313486232e+308,-,1952,U,236354,14dec2011,2011,12,14,1430,12,2011,22,229999,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1,0,0,1,4,36,1414,SPRUCE,0,,METRO,@METROLINK - CIVIC CENTER,December2011.dta
-1.79769313486232e+308,-,1955,U,236406,14dec2011,2011,12,14,2045,12,2011,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,4,61,1000,N. JEFFERSON,0,N. JEFFERSON,,,December2011.dta
-1.79769313486232e+308,-,1961,U,238131,31dec2011,2011,12,31,1800,12,2011,6,67701,LARCENY-FROM BUILDING UNDER $500,1,0,0,1,4,33,1116,LASALLE ST,0,EICHELBERGER,,,December2011.dta
-1.79769313486232e+308,-,1962,U,238145,31dec2011,2011,12,31,2030,12,2011,6,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",1,0,0,1,9,38,4060,FOREST PARK BLVD,0,,,,December2011.dta
888792.657773163,987366.001058154,1963,T,238158,31dec2011,2011,12,31,2218,12,2011,21,211000,DUI-DRVING WHILE INTOXICATED,1,0,0,1,6,74,7900,BROADWAY,0,BROADWAY,,,December2011.dta
-1.79769313486232e+308,-,1967,U,238545,04jan2012,2012,1,4,1124,1,2012,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,7,50,2300,HODIAMONT,0,,,,January2012.dta
-1.79769313486232e+308,-,1971,U,238956,07jan2012,2012,1,7,1400,1,2012,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,0,0,1,6,75,1,CHAIN OF ROCKS BRG,0,,,EST CHAIN OF ROCKS BRG/,January2012.dta
-1.79769313486232e+308,-,1974,U,239817,16jan2012,2012,1,16,1124,1,2012,26,266300,PUBLIC ORDER-UNDER-AGE RELATED VIOLATION,1,0,0,1,6,69,4526,RICHARD PL,0,RICHARD,,,January2012.dta
-1.79769313486232e+308,-,1977,U,240143,19jan2012,2012,1,19,1545,1,2012,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,7,46,251,DEBALIVIERE,0,,,,January2012.dta
-1.79769313486232e+308,-,1980,U,240708,25jan2012,2012,1,25,1020,1,2012,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,7,47,250,DEBALIVIERE,0,,FOREST PARK METROLINK STATION,FOREST PARK METROLINK STATION,January2012.dta
-1.79769313486232e+308,-,1983,U,241387,31may2011,2011,5,31,1105,1,2012,15,151110,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,0,1,1,7,50,3525,GOODFELLOW,0,GOODFELLOW,,,January2012.dta
897353.609811328,1016017.36337474,1991,T,241451,02oct2011,2011,10,2,1645,1,2012,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,9,59,1100,COMPTON,0,COMPTON,LEONARD BAPTIST CHURCH,,January2012.dta
-1.79769313486232e+308,-,1997,U,241529,01dec2011,2011,12,1,645,1,2012,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,0,0,1,1,16,3201,GASCONADE,0,PENNSYLVANIA,,,January2012.dta
898115.266752578,1000914.30106124,2009,T,241649,20dec2011,2011,12,20,1700,1,2012,5,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,0,0,1,1,5,64,4006,BROADWAY,0,BROADWAY,MOBILE MINI INC,,January2012.dta
-1.79769313486232e+308,-,2016,U,241805,01jan2012,2012,1,1,1200,2,2012,6,69602,"LARCENY-ALL OTHER $500 - $24,999",1,0,0,1,0,0,6102,RIVERVIEW BLVD,0,UNION,,,February2012.dta
-1.79769313486232e+308,-,2017,U,241807,01jan2012,2012,1,1,1443,2,2012,6,67601,"LARCENY-FROM BUILDING $500 - $24,999",0,0,1,1,1,16,4022,KEOKUK 2W,0,KEOKUK,,,February2012.dta
903004.718259744,1014789.01773432,2024,T,241851,15jan2012,2012,1,15,2255,2,2012,9,91114,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1,0,0,1,4,61,1009,18TH,0,18TH,,,February2012.dta
-1.79769313486232e+308,-,2027,U,241858,17jan2012,2012,1,17,1350,2,2012,6,62701,LARCENY-PURSESNATCH UNDER $500,0,0,1,1,1,16,4608,VIRGINIA,0,,,,February2012.dta
-1.79769313486232e+308,-,2037,U,242515,06feb2012,2012,2,6,414,2,2012,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,7,48,5900,SUBRUBAN TRACKS,0,BEACH,,,February2012.dta
-1.79769313486232e+308,-,2038,U,242921,09feb2012,2012,2,9,2346,2,2012,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,3,19,3700,LOUISIANA,0,,,,February2012.dta
-1.79769313486232e+308,-,2040,U,243403,15feb2012,2012,2,15,1600,2,2012,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,9,39,1100,S. NEWSTEAD,0,S. NEWSTEAD,,,February2012.dta
-1.79769313486232e+308,-,2041,U,243529,16feb2012,2012,2,16,2005,2,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,36,1414,SPRUCE ST,0,,METRO LINK CIVIC CENTER,@METROLINK - CIVIC CENTER,February2012.dta
-1.79769313486232e+308,-,2052,U,244497,25feb2012,2012,2,25,1249,2,2012,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,36,300,S 18TH ST,0,,UNION STATION METRO LINK PLATFORM,METRO LINK AGENCY,February2012.dta
898970.621997245,1007570.95966391,2055,T,245049,16nov2010,2010,11,16,800,2,2012,12,122000,EMBEZZLEMENT-VALUE UNDER $150,1,0,0,1,5,59,2931,JEFFERSON,0,JEFFERSON,RICOTTA HEATING AND COOLING,,February2012.dta
-1.79769313486232e+308,-,2057,U,245072,14dec2011,2011,12,14,1050,2,2012,6,64701,LARCENY-FROM MTR VEH UNDER $500,0,0,1,1,7,50,5354,SAINT LOUIS,0,,,,February2012.dta
-1.79769313486232e+308,-,2064,U,245125,26jan2012,2012,1,26,717,3,2012,4,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,0,1,1,6,68,4100,KOSSUTH,0,,,,March2012.dta
-1.79769313486232e+308,-,2071,U,245214,20feb2012,2012,2,20,1030,3,2012,26,262200,PORNAGRAPHY-FURNISHING TO MINOR,1,0,0,1,4,33,925,LASALLE LN,0,LASALLE,,MULTI-FAMILY,March2012.dta
-1.79769313486232e+308,-,2074,U,245256,25feb2012,2012,2,25,905,3,2012,6,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,0,1,1,1,1,7584,TENNESSEE,0,TENNESSEE,SOUTHWEST CROSSINGS,: APT G,March2012.dta
-1.79769313486232e+308,-,2076,U,245261,26feb2012,2012,2,26,5,3,2012,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",0,0,1,1,7,48,5619,DELMAR,0,DELMAR,,,March2012.dta
-1.79769313486232e+308,-,2080,U,246089,07mar2012,2012,3,7,1,3,2012,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,5,59,2500,N.GRAND,0,,,,March2012.dta
-1.79769313486232e+308,-,2087,U,246814,12mar2012,2012,3,12,1815,3,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,36,1413,SPRUCE ST,0,SPRUCE,CIVIC CENTER METRO LINK PLATFORM,METRO LINK AGENCY,March2012.dta
-1.79769313486232e+308,-,2088,U,246831,12mar2012,2012,3,12,2120,3,2012,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,4,60,2085,N. 20 TH,0,FLORISSANT,,,March2012.dta
-1.79769313486232e+308,-,2092,U,247346,16mar2012,2012,3,16,2315,3,2012,3,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1,0,0,1,6,71,5023,W. FLORISSANT,0,QUEENS,,,March2012.dta
-1.79769313486232e+308,-,2095,U,247640,18mar2012,2012,3,18,1845,3,2012,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,5,68,1,OFALLON PARK,0,,,@OFALLON PARK,March2012.dta
-1.79769313486232e+308,-,2096,U,247762,19mar2012,2012,3,19,1602,3,2012,6,67601,"LARCENY-FROM BUILDING $500 - $24,999",1,0,0,1,5,59,3520,NORTH GRAND BLVD,0,NORTH GRAND,,,March2012.dta
-1.79769313486232e+308,-,2099,U,248611,26mar2012,2012,3,26,1000,3,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,36,1414,SPRUCE,0,SPRUCE,CIVIC CENTER STATION,METRO LINK PLATFORM,March2012.dta
-1.79769313486232e+308,-,2102,U,248818,27mar2012,2012,3,27,2310,3,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,36,1414,SPRUCE,0,,,CIVIC CENTER PLATFORM,March2012.dta
-1.79769313486232e+308,-,2113,U,249182,30mar2012,2012,3,30,1950,3,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,0,1414,SPRUCE,0,,CIVIC CENTER,CIVIC CENTER METRO LINK PLATFORM,March2012.dta
-1.79769313486232e+308,-,2114,U,249242,31mar2012,2012,3,31,220,3,2012,26,265321,LEAVING SCENE OF ACCIDENT,1,0,0,1,2,40,5400,I 64 EASTBOUND,0,,I 64 EASTBOUND,INTERSTATE HIGHWAY,March2012.dta
-1.79769313486232e+308,-,2115,U,249331,31mar2012,2012,3,31,2230,3,2012,26,265321,LEAVING SCENE OF ACCIDENT,1,0,0,1,6,73,1824,MCLARAN AVE,0,,,,March2012.dta
-1.79769313486232e+308,-,2116,U,249350,27apr2011,2011,4,27,800,3,2012,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,6,68,4071,FAIR,0,FAIR,,,March2012.dta
-1.79769313486232e+308,-,2120,U,249423,27jan2012,2012,1,27,1450,4,2012,4,41014,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,0,0,1,1,6,86,5700,RIVERVIEW,0,,,,April2012.dta
893553.256191578,1003648.50983165,2130,T,249561,23mar2012,2012,3,23,1840,4,2012,4,43013,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE,0,0,1,1,5,67,3710,GRAND,0,GRAND,MOBILE GAS STATION,FOOD SERVICE COUNTER,April2012.dta
-1.79769313486232e+308,-,2134,U,250181,04apr2012,2012,4,4,116,4,2012,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,1,17,4500,I 55 AT DELOR,0,,,I 55 SOUTHBOUND AT DELOR,April2012.dta
-1.79769313486232e+308,-,2135,U,250182,04apr2012,2012,4,4,116,4,2012,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,1,17,4500,I 55 AT DELOR,0,,,I 55 SOUTHBOUND AT DELOR,April2012.dta
-1.79769313486232e+308,-,2136,U,250183,04apr2012,2012,4,4,116,4,2012,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,1,17,4500,I 55 AT DELOR,0,,,I 55 SOUTHBOUND AT DELOR,April2012.dta
-1.79769313486232e+308,-,2137,U,250184,04apr2012,2012,4,4,116,4,2012,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,1,17,4500,I 55 AT DELOR,0,,,I 55 SOUTHBOUND AT DELOR,April2012.dta
-1.79769313486232e+308,-,2139,U,250231,04apr2012,2012,4,4,1112,4,2012,6,63701,LARCENY-SHOPLIFT UNDER $500,1,0,0,1,1,16,4140,S. BROADWAY,0,S. BROADWAY,WALGREENS,,April2012.dta
-1.79769313486232e+308,-,2140,U,250235,04apr2012,2012,4,4,1145,4,2012,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,6,75,11000,RIVERVIEW,0,,,,April2012.dta
-1.79769313486232e+308,-,2141,U,250375,05apr2012,2012,4,5,1310,4,2012,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,1,16,3522,GASCONADE ST,0,,DUTCH TOWN CARE SERVICES,,April2012.dta
-1.79769313486232e+308,-,2145,U,250452,05apr2012,2012,4,5,2200,4,2012,6,69703,LARCENY-ALL OTH/FRM PRSN/UNDER $500,1,0,0,1,7,47,250,DEBALIVIERE,0,,FOREST PARK PLATFORM,@METROLINK - FOREST PARK,April2012.dta
-1.79769313486232e+308,-,2151,U,251434,12apr2012,2012,4,12,1900,4,2012,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,3,25,3459,ARKANSAS AVE,0,,,,April2012.dta
-1.79769313486232e+308,-,2152,U,251864,14apr2012,2012,4,14,2350,4,2012,4,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1,0,0,1,6,76,5761,GOODFELLOW BLVD,0,,ST. LOUIS Q BBQ,,April2012.dta
-1.79769313486232e+308,-,2156,U,252295,17apr2012,2012,4,17,1330,4,2012,6,66601,"LARCENY-BICYCLES $500 - $24,999",1,0,0,1,4,35,410,CONVENTION PLAZA,0,,,ENTRANCE TO LUMIERE CASINO TUNNEL,April2012.dta
-1.79769313486232e+308,-,2157,U,252347,17apr2012,2012,4,17,1935,4,2012,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,36,1414,SPRUCE ST,0,,CIVIC CENTER METROLINK STATION,CIVIC CENTER METROLINK STATION,April2012.dta
-1.79769313486232e+308,-,2158,U,252754,20apr2012,2012,4,20,1008,4,2012,26,265321,LEAVING SCENE OF ACCIDENT,1,0,0,1,4,32,1000,S. JEFFERSON,0,,,,April2012.dta
-1.79769313486232e+308,-,2159,U,252872,21apr2012,2012,4,21,55,4,2012,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,6,74,8156,LOWELL LN,0,VIVIAN,,,April2012.dta
