X,Y,OBJECTID_1,ObjectID,Status,Score,Match_type,Match_addr,Side,Ref_ID,User_fld,Addr_type,ARC_Single,id,dateoccurr,dateoccu_1,dateoccu_2,yearoccurr,monthoccur,dayoccurre,timeoccurr,month,year,ucr,crime,descriptio,newcrime,unfounded,adjustment,count,district,neighborho,ileadsaddr,ileadsstre,cadaddress,cadstreet,locationna,locationco,xcoord,ycoord,_source,mergedilea
905383.560286827,1025382.36761057,186,186,M,90.87000000000,A,2609 19TH ST,,114769,,PointAddress,2609 NORTH 19 ST,67232,15jan2009,-88.83424663270,-25.17654977900,2009,1,15,1216,1,2009,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,5,0,2609,NORTH 19 ST,2609,19TH,,,0,0,January2009.dta,2609 NORTH 19 ST
903552.996362664,1017697.38002782,187,187,M,100.00000000000,A,1820 MARKET ST,,61525,,PointAddress,1820 MARKET,67239,15jan2009,-88.83424663270,-25.17654977900,2009,1,15,1400,1,2009,26,266510,PUBLIC ORDER-TRESPASSING,1,0,0,1,4,0,1820,MARKET,1820,MARKET,,@UNION STATION,0,0,January2009.dta,1820 MARKET
908425.038455829,1017299.24663774,188,188,M,100.00000000000,A,604 PINE ST,,115519,,PointAddress,604 PINE ST,67282,15jan2009,-88.83424663270,-25.17654977900,2009,1,15,1830,1,2009,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,0,0,604,PINE ST,0,PINE,,,0,0,January2009.dta,604 PINE ST
908425.038455829,1017299.24663774,189,189,M,100.00000000000,A,604 PINE ST,,115519,,PointAddress,604 PINE ST,67286,15jan2009,-88.83424663270,-25.17654977900,2009,1,15,1857,1,2009,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,4,0,604,PINE ST,0,PINE,KEINER WEST GARAGE,,0,0,January2009.dta,604 PINE ST
-1.79769313486232e+308,-1.79769313486232e+308,190,190,U,0.00000000000,A,,,-1,,,1900 N. 13TH STREET,67521,17jan2009,-92.62057074830,-24.77814688760,2009,1,17,1200,1,2009,6,64701,LARCENY-FROM MTR VEH UNDER $500,1,0,0,1,0,0,1900,N. 13TH STREET,1900,N 13TH,,VEHICLE WAS PARKED ON THE STREET,0,0,January2009.dta,1900 N. 13TH STREET
887557.735702328,995349.905365907,191,191,M,100.00000000000,A,3915 FEDERER PL,,210235,,PointAddress,3915 FEDERER,67856,19jan2009,-72.76972936640,-25.18718536590,2009,1,19,1730,1,2009,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,1,0,3915,FEDERER,3915,FEDERER,,,0,0,January2009.dta,3915 FEDERER
-1.79769313486232e+308,-1.79769313486232e+308,192,192,U,0.00000000000,A,,,-1,,,3700 FRANCIS ST,68972,29jan2009,-20.62057074830,-24.77814688760,2009,1,29,1918,1,2009,18,182400,DRUGS-POSSESSION/MARIJUANA,1,0,0,1,6,0,3700,FRANCIS ST,3700,FRANCIS,,,0,0,January2009.dta,3700 FRANCIS ST
896465.827466164,999885.586255156,193,193,M,100.00000000000,A,2800 MERAMEC ST,,102627,,PointAddress,2800 MERAMEC ST,69243,12nov2008,0.00000000000,0.00000000000,2008,11,12,1000,1,2009,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,0,0,2800,MERAMEC ST,2800,MERAMEC,,,0,0,January2009.dta,2800 MERAMEC ST
889819.475929495,1048272.22373366,194,194,M,100.00000000000,A,5731 GOODFELLOW BLVD,,40472,,PointAddress,5731 GOODFELLOW BLVD,69302,12dec2008,0.00000000000,0.00000000000,2008,12,12,1500,1,2009,6,67701,LARCENY-FROM BUILDING UNDER $500,1,0,0,1,0,0,5731,GOODFELLOW BLVD,5731,GOODFELLOW,,,0,0,January2009.dta,5731 GOODFELLOW BLVD
904277.559217997,1019145.78723599,195,195,M,100.00000000000,A,1800 LOCUST ST,,67683,,PointAddress,1800 LOCUST,69479,31dec2008,3.52989307038,-70.23350155010,2008,12,31,2200,1,2009,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,0,0,1800,LOCUST,1800,LOCUST,,PARKING LOT,0,0,January2009.dta,1800 LOCUST
907538.980188578,1016258.72936182,196,196,M,100.00000000000,A,100 S 9TH ST,,92100,,PointAddress,100 S 9TH ST,69500,01jan2009,179.23027063400,-25.18718536590,2009,1,1,800,2,2009,6,65701,LARCENY-MTR VEH PARTS UNDER $500,1,0,0,1,4,35,100,S 9TH ST,0,S 9TH,STADIUM WEST PARKING GARAGE,INTERPARK PARKING GARAGE,0,0,February2009.dta,100 S 9TH ST
910469.137714081,1022721.22726357,197,197,M,100.00000000000,A,1621 N 1ST ST,,168392,,PointAddress,1621 NORTH 1ST ST,69510,05jan2009,-164.62057074800,-24.77814688760,2009,1,5,800,2,2009,26,263899,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1,0,0,1,4,64,1621,NORTH 1ST ST,1621,N 1ST,ST. LOUIS COMMUNITY RELEASE CENTER,,0,0,February2009.dta,1621 NORTH 1ST ST
909126.639414828,1018594.45074024,198,198,M,100.00000000000,A,555 WASHINGTON AVE,,5536,,PointAddress,555 WASHINGTON AVE,69595,28jan2009,-18.92627112570,-29.69098234780,2009,1,28,1000,2,2009,11,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,1,0,0,1,4,35,555,WASHINGTON AVE,0,WASHINGTON,,,0,0,February2009.dta,555 WASHINGTON AVE
-1.79769313486232e+308,-1.79769313486232e+308,199,199,U,0.00000000000,A,,,-1,,,5001 HODIAMONT AVE,70456,06feb2009,0.00000000000,0.00000000000,2009,2,6,1806,2,2009,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,0,0,5001,HODIAMONT AVE,5001,HODIAMONT,,,0,0,February2009.dta,5001 HODIAMONT AVE
-1.79769313486232e+308,-1.79769313486232e+308,200,200,U,0.00000000000,A,,,-1,,,700 LEBANON,71181,11feb2009,-128.53846110200,-52.60412037500,2009,2,11,1845,2,2009,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,0,0,1,4,34,700,LEBANON,0,LEBANON DR,,,0,0,February2009.dta,700 LEBANON
906664.879574578,1018949.81781165,201,201,M,100.00000000000,A,1204 WASHINGTON AVE,,4404,,PointAddress,1204 WASHINGTON AVE,71562,14feb2009,0.00000000000,0.00000000000,2009,2,14,255,2,2009,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,4,36,1204,WASHINGTON AVE,1204,WASHINGTON,LURE,,0,0,February2009.dta,1204 WASHINGTON AVE
890143.639979329,1030292.62255383,202,202,M,100.00000000000,A,4807 COTE BRILLIANTE AVE,,35145,,PointAddress,4807 COTE BRILLIANTE,72073,17feb2009,-92.53846110160,-52.60412037500,2009,2,17,1821,2,2009,14,142320,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1,0,0,1,8,55,4807,COTE BRILLIANTE,4807,COTE BRILLIANTE,,,0,0,February2009.dta,4807 COTE BRILLIANTE
904492.761215411,1009862.33729899,203,203,M,100.00000000000,A,2028 S 9TH ST,,92260,,PointAddress,2028 S 9TH ST,72663,21feb2009,-44.88382939990,-52.54558580440,2009,2,21,1730,2,2009,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,3,21,2028,S 9TH ST,2028,S 9TH,,,0,0,February2009.dta,2028 S 9TH ST
908743.272399411,1016082.50005549,204,204,M,97.16000000000,A,200 S BROADWAY,,31997,,PointAddress,200 S. BRAODWAY,72788,22feb2009,0.00000000000,0.00000000000,2009,2,22,1158,2,2009,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",1,0,0,1,4,35,200,S. BRAODWAY,0,S BROADWAY,,INTERPARK STADIUM EAST PARKING GARAG,0,0,February2009.dta,200 S. BRAODWAY
-1.79769313486232e+308,-1.79769313486232e+308,205,205,U,0.00000000000,A,,,-1,,,1200 S L K SULLIVAN BLVD,73004,23feb2009,-56.53846110160,-52.60412037500,2009,2,23,2115,2,2009,13,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1,0,0,1,3,20,1200,S L K SULLIVAN BLVD,1200,SLK SULLIVAN,STREET,,0,0,February2009.dta,1200 S L K SULLIVAN BLVD
903127.016243495,1030418.18332632,206,206,M,100.00000000000,A,2300 ANGELICA ST,,127208,,PointAddress,2300 ANGELICA,73797,26jan2009,-39.09064026490,-29.19586699370,2009,1,26,1000,3,2009,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,0,0,1,1,5,65,2300,ANGELICA,0,& ANGELICA,,,0,0,March2009.dta,2300 ANGELICA
895161.376334913,1016295.32836999,207,207,M,90.87000000000,A,1121 S GRAND BLVD,,29865,,PointAddress,1121 GRAND,73817,04feb2009,0.00000000000,0.00000000000,2009,2,4,1745,3,2009,6,63701,LARCENY-SHOPLIFT UNDER $500,0,0,1,1,9,29,1121,GRAND,0,GRAND,PHILLIPS  66,,0,0,March2009.dta,1121 GRAND
893915.453629911,1037579.21854491,208,208,M,100.00000000000,A,4864 CARTER AVE,,116321,,PointAddress,4864 CARTER,73879,21feb2008,-44.88137162530,-52.55437543530,2008,2,21,2001,3,2009,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,0,0,1,1,6,69,4864,CARTER,0,CARTER,,,0,0,March2009.dta,4864 CARTER
-1.79769313486232e+308,-1.79769313486232e+308,209,209,U,0.00000000000,A,,,-1,,,3801 BAMBERGER,73903,24feb2009,0.00000000000,0.00000000000,2009,2,24,1400,3,2009,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,1,1,1,16,3801,BAMBERGER,0,,,PARKED ON THE STREET,0,0,March2009.dta,3801 BAMBERGER
906845.874619413,1018601.99534457,210,210,M,90.87000000000,A,400 N TUCKER BLVD,,164239,,PointAddress,400 TUCKER,73924,26feb2009,0.00000000000,0.00000000000,2009,2,26,240,3,2009,15,152200,WEAPONS-CITY VIOL/DISCHRGING IN CITY,0,0,1,1,4,35,400,TUCKER,0,,,,0,0,March2009.dta,400 TUCKER
881824.589360245,1021308.1506934,211,211,M,100.00000000000,A,6141 LAGOON DR,,232741,,PointAddress,6141 LAGOON,73929,26feb2009,0.00000000000,0.00000000000,2009,2,26,1230,3,2009,6,64601,"LARCENY-FROM MTR VEH $500 - $24,999",0,0,1,1,2,82,6141,LAGOON,0,LAGOON,,: @FOREST PARK - PROBSTEIN GOLFCOURS,0,0,March2009.dta,6141 LAGOON
901437.488126494,1032823.19328007,212,212,M,100.00000000000,A,4258 PRAIRIE AVE,,79742,,PointAddress,4258 PRAIRIE AVE,73937,27feb2009,-8.88382939993,-52.54558580440,2009,2,27,1000,3,2009,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,5,67,4258,PRAIRIE AVE,0,PRAIRIE,,,0,0,March2009.dta,4258 PRAIRIE AVE
888496.209547162,1005033.70653632,213,213,M,100.00000000000,A,4244 MIAMI ST,,82354,,PointAddress,4244 MIAMI,73951,27feb2009,-8.88382939993,-52.54558580440,2009,2,27,2000,3,2009,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,0,1,1,3,15,4244,MIAMI,0,MIAMI,,APARTMENT COMPLEX,0,0,March2009.dta,4244 MIAMI
898845.35978058,1023332.82020049,214,214,M,100.00000000000,A,3225 RENAISSANCE ST,,235731,,PointAddress,3225 RENAISSANCE,73977,28feb2009,0.00000000000,0.00000000000,2009,2,28,1900,3,2009,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,1,0,0,1,9,59,3225,RENAISSANCE,0,,,,0,0,March2009.dta,3225 RENAISSANCE
-1.79769313486232e+308,-1.79769313486232e+308,215,215,U,0.00000000000,A,,,-1,,,4700 MACKLIND,74046,01mar2009,179.57687950600,-4.43419485835,2009,3,1,1317,3,2009,18,182999,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1,0,0,1,2,7,4700,MACKLIND,0,,,,0,0,March2009.dta,4700 MACKLIND
890944.292577494,1033019.31985632,216,216,M,100.00000000000,A,4873 ST LOUIS AVE,,12721,,PointAddress,4873 ST. LOUIS,74162,02mar2009,0.00000000000,0.00000000000,2009,3,2,1450,3,2009,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,8,55,4873,ST. LOUIS,0,,SALAMA S MARKET,STORE PARKING LOT,0,0,March2009.dta,4873 ST. LOUIS
-1.79769313486232e+308,-1.79769313486232e+308,217,217,U,0.00000000000,A,,,-1,,,250 DEBALIVIERE,74175,02mar2009,0.00000000000,0.00000000000,2009,3,2,1614,3,2009,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,7,47,250,DEBALIVIERE,0,,FOREST PARK METROLINK STATION,FOREST PARK METROLINK STATION,0,0,March2009.dta,250 DEBALIVIERE
887540.961785745,1044248.60021924,218,218,M,100.00000000000,A,4903 GOODFELLOW BLVD,,40406,,PointAddress,4903 GOODFELLOW,74340,03mar2009,-161.21705603200,-4.43243696730,2009,3,3,2340,3,2009,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,6,70,4903,GOODFELLOW,0,,,,0,0,March2009.dta,4903 GOODFELLOW
-1.79769313486232e+308,-1.79769313486232e+308,219,219,U,0.00000000000,A,,,-1,,,5366 LILLIAN,74529,05mar2009,-163.57477548400,-4.36648393747,2009,3,5,330,3,2009,18,182250,DRUGS-POSSESSION/COCAINE,1,0,0,1,6,71,5366,LILLIAN,0,,,,0,0,March2009.dta,5366 LILLIAN
890557.929833163,1047750.07517166,220,220,M,100.00000000000,A,6100 W FLORISSANT AVE,,54970,,PointAddress,6100 W FLORISSANT AVE,74861,06mar2009,0.00000000000,0.00000000000,2009,3,6,2349,3,2009,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,6,76,6100,W FLORISSANT AVE,0,,,,0,0,March2009.dta,6100 W FLORISSANT AVE
-1.79769313486232e+308,-1.79769313486232e+308,221,221,U,0.00000000000,A,,,-1,,,1414 SPRUCE,75284,09mar2009,-125.21705603200,-4.43243696730,2009,3,9,1210,3,2009,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,4,36,1414,SPRUCE,0,,,SCOTT TRADE CENTER METROLINK STATION,0,0,March2009.dta,1414 SPRUCE
890944.292577494,1033019.31985632,222,222,M,100.00000000000,A,4873 ST LOUIS AVE,,12721,,PointAddress,4873 ST LOUIS,75559,11mar2009,-127.57477548400,-4.36648393747,2009,3,11,1030,3,2009,3,31421,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1,0,0,1,8,55,4873,ST LOUIS,0,ST LOUIS,,,0,0,March2009.dta,4873 ST LOUIS
882791.871546414,1033425.47652432,223,223,M,100.00000000000,A,1464 LAUREL ST,,111321,,PointAddress,1464 LAUREL ST,75729,12mar2009,0.00000000000,0.00000000000,2009,3,12,1630,3,2009,18,183250,DRUGS-SALE/COCAINE,1,0,0,1,7,78,1464,LAUREL ST,0,LAUREL,,,0,0,March2009.dta,1464 LAUREL ST
-1.79769313486232e+308,-1.79769313486232e+308,224,224,U,0.00000000000,A,,,-1,,,1325 NO KINGSHIGHWAY,76032,14mar2009,0.00000000000,0.00000000000,2009,3,14,1700,3,2009,9,91113,SIMPLE ASSAULT-ADULT/NO INJURY,1,0,0,1,7,51,1325,NO KINGSHIGHWAY,0,NO KINGSHIGHWAY,,,0,0,March2009.dta,1325 NO KINGSHIGHWAY
893998.848476246,1000465.49454416,225,225,M,100.00000000000,A,3325 MERAMEC ST,,102947,,PointAddress,3325 MERAMEC ST,76181,15mar2009,-89.21705603220,-4.43243696730,2009,3,15,1400,3,2009,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,1,16,3325,MERAMEC ST,0,MERAMEC,BLACKBERRIES BEAUTY SHOP,,0,0,March2009.dta,3325 MERAMEC ST
894089.426707163,1000450.74654216,226,226,M,100.00000000000,A,3315 MERAMEC ST,,102942,,PointAddress,3315 MERAMEC ST,76182,15mar2009,-89.21705603220,-4.43243696730,2009,3,15,1400,3,2009,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,1,16,3315,MERAMEC ST,0,MERAMEC,LEARN TO LEAP DAYCARE,,0,0,March2009.dta,3315 MERAMEC ST
-1.79769313486232e+308,-1.79769313486232e+308,227,227,U,0.00000000000,A,,,-1,,,83 FAIRGROUND PARK,76395,16mar2009,0.00000000000,0.00000000000,2009,3,16,2045,3,2009,4,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1,0,0,1,6,68,83,FAIRGROUND PARK,0,,,@FAIRGROUND PARK,0,0,March2009.dta,83 FAIRGROUND PARK
883560.807016414,1027075.75989307,228,228,M,100.00000000000,A,5461 DELMAR BLVD,,1651,,PointAddress,5461 DELMAR BLVD,76862,19mar2009,-72.42312049400,-4.43419485835,2009,3,19,1643,3,2009,10,101000,FORGERY,1,0,0,1,7,49,5461,DELMAR BLVD,0,DELMAR,,,0,0,March2009.dta,5461 DELMAR BLVD
905251.243294246,1023711.52876066,229,229,M,100.00000000000,A,1607 HELEN ST,,184250,,PointAddress,1607 HELEN ST,76993,20mar2009,0.00000000000,0.00000000000,2009,3,20,1244,3,2009,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,4,60,1607,HELEN ST,0,HELEN,,,0,0,March2009.dta,1607 HELEN ST
892917.638368327,1030055.10760891,230,230,M,100.00000000000,A,2503 N TAYLOR AVE,,41577,,PointAddress,2503 NORTH TAYLOR,77066,20mar2009,0.00000000000,0.00000000000,2009,3,20,2055,3,2009,18,182130,DRUGS-POSSESSION/HEROIN,1,0,0,1,8,56,2503,NORTH TAYLOR,0,,DESTA MARKET,,0,0,March2009.dta,2503 NORTH TAYLOR
880400.304479163,1029593.87263899,231,231,M,100.00000000000,A,956 HAMILTON AVE,,40792,,PointAddress,956 HAMILTON AVE,77162,21mar2009,-53.21705603220,-4.43243696730,2009,3,21,718,3,2009,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,7,48,956,HAMILTON AVE,0,HAMILTON,HAMILTON APARTMENTS,NUISANCE PROPERTY,0,0,March2009.dta,956 HAMILTON AVE
894427.224916078,1035826.30932108,232,232,M,100.00000000000,A,4700 PENROSE ST,,77088,,PointAddress,4700 PENROSE,77375,22mar2009,0.00000000000,0.00000000000,2009,3,22,1500,3,2009,7,71030,AUTO THEFT-PERM RETNT/JOY RIDE,1,0,0,1,6,69,4700,PENROSE,0,PENROSE PARK,PENROSE PARK,,0,0,March2009.dta,4700 PENROSE
893407.436929412,995148.127882324,233,233,M,100.00000000000,A,5302 S COMPTON AVE,,62431,,PointAddress,5302 S. COMPTON,77407,22mar2009,0.00000000000,0.00000000000,2009,3,22,1815,3,2009,24,241100,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1,0,0,1,1,1,5302,S. COMPTON,0,,,4-FAMILY APARTMENT,0,0,March2009.dta,5302 S. COMPTON
905115.380705077,1029185.73369149,234,234,M,100.00000000000,A,3615 N 20TH ST,,91953,,PointAddress,3615 N. 20TH,77496,23mar2009,-55.57477548440,-4.36648393747,2009,3,23,1247,3,2009,26,266999,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1,0,0,1,5,65,3615,N. 20TH,0,N. 20TH,,,0,0,March2009.dta,3615 N. 20TH
907478.014431246,1017597.89794333,235,235,M,100.00000000000,A,900 PINE ST,,115544,,PointAddress,900 PINE ST,77573,24mar2009,0.00000000000,0.00000000000,2009,3,24,100,3,2009,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,4,35,900,PINE ST,0,PINE,DOWNTOWN,,0,0,March2009.dta,900 PINE ST
908605.220510162,1021685.72178865,236,236,M,89.04000000000,A,919 MANHATTAN PL,,226366,,PointAddress,919 MANHATTAN AVE,77648,24mar2009,0.00000000000,0.00000000000,2009,3,24,1600,3,2009,5,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1,0,0,1,0,0,919,MANHATTAN AVE,0,,,K&S CONSTRUCTION SITE,0,0,March2009.dta,919 MANHATTAN AVE
903160.307843577,1033070.32237899,237,237,M,100.00000000000,A,2021 E GRAND BLVD,,175583,,PointAddress,2021 E. GRAND,77845,25mar2009,-36.42312049400,-4.43419485835,2009,3,25,2100,3,2009,26,264100,HEALTH-SANITATION VIOL,1,0,0,1,5,66,2021,E. GRAND,0,E. GRAND,WIRELESS CO.,,0,0,March2009.dta,2021 E. GRAND
893793.765224997,1005474.99699232,238,238,M,89.04000000000,A,3430 S GRAND BLVD,,29467,,PointAddress,3430 SOUTH GRAND AVE,78285,28mar2009,0.00000000000,0.00000000000,2009,3,28,1910,3,2009,6,63701,LARCENY-SHOPLIFT UNDER $500,1,0,0,1,3,25,3430,SOUTH GRAND AVE,0,,,SUPERMARKET,0,0,March2009.dta,3430 SOUTH GRAND AVE
-1.79769313486232e+308,-1.79769313486232e+308,239,239,U,0.00000000000,A,,,-1,,,800 COLLINS ALLEY,78291,28mar2009,0.00000000000,0.00000000000,2009,3,28,1940,3,2009,17,178200,SEX OFFNS-EXPOSURE/EXPOSING PERSON,1,0,0,1,4,35,800,COLLINS ALLEY,0,COLLINS,,,0,0,March2009.dta,800 COLLINS ALLEY
885234.184575163,1005988.13966683,240,240,M,100.00000000000,A,3457 LAWN AVE,,184380,,PointAddress,3457 LAWN,78524,30mar2009,0.00000000000,0.00000000000,2009,3,30,1200,3,2009,13,130000,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1,0,0,1,0,0,3457,LAWN,0,LAWN 2N,,,0,0,March2009.dta,3457 LAWN
886541.732813079,985206.38595482,241,241,T,90.87000000000,A,8711 S BROADWAY,,33669,,PointAddress,8711 BROADWAY,78775,07sep2008,0.00000000000,0.00000000000,2008,9,7,2145,3,2009,3,32111,ROBBERY-RESIDENCE/FIREARM USED/SUCCESSFUL,0,0,1,1,6,74,8711,BROADWAY,0,BROADWAY,,,0,0,March2009.dta,8711 BROADWAY
896161.588573329,1008667.85281132,242,242,M,100.00000000000,A,2901 MICHIGAN AVE,,80500,,PointAddress,2901 MICHIGAN AVE,78784,01oct2008,0.00000000000,0.00000000000,2008,10,1,800,3,2009,11,115400,STLG BY DECEIT/IDENTITY THEFT REPORT,1,0,0,1,3,25,2901,MICHIGAN AVE,0,MICHIGAN,,,0,0,March2009.dta,2901 MICHIGAN AVE
900020.84561858,1001664.26150357,243,243,M,100.00000000000,A,156 CAHOKIA ST,,190303,,PointAddress,156 CAHOKIA ST,78787,02oct2008,0.00000000000,0.00000000000,2008,10,2,1326,3,2009,26,262100,PORNAGRAPHY-PROMOTING,1,0,0,1,1,18,156,CAHOKIA ST,0,CAHOKIA,,,0,0,March2009.dta,156 CAHOKIA ST
882342.218246244,993752.606723242,244,244,M,100.00000000000,A,4337 W STEINS ST,,199086,,PointAddress,4337 W STEINS ST,78796,05nov2008,0.00000000000,0.00000000000,2008,11,5,800,3,2009,10,101000,FORGERY,1,0,0,1,1,4,4337,W STEINS ST,0,STEINS,,,0,0,March2009.dta,4337 W STEINS ST
896645.991803996,1030061.94978682,245,245,M,100.00000000000,A,4149 LABADIE AVE,,48987,,PointAddress,4149 LABADIE,78799,11nov2008,0.00000000000,0.00000000000,2008,11,11,1436,3,2009,4,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1,0,0,1,8,56,4149,LABADIE,0,ROLLA,,,0,0,March2009.dta,4149 LABADIE
896645.991803996,1030061.94978682,246,246,M,100.00000000000,A,4149 LABADIE AVE,,48987,,PointAddress,4149 LABADIE,78800,11nov2008,0.00000000000,0.00000000000,2008,11,11,1436,3,2009,4,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1,0,0,1,8,56,4149,LABADIE,0,ROLLA,,,0,0,March2009.dta,4149 LABADIE
896645.991803996,1030061.94978682,247,247,M,100.00000000000,A,4149 LABADIE AVE,,48987,,PointAddress,4149 LABADIE,78801,11nov2008,0.00000000000,0.00000000000,2008,11,11,1436,3,2009,4,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1,0,0,1,8,56,4149,LABADIE,0,ROLLA,,,0,0,March2009.dta,4149 LABADIE
893553.256191578,1003648.50983165,248,248,T,90.87000000000,A,3710 S GRAND BLVD,,29544,,PointAddress,3710 GRAND,78807,29nov2008,0.00000000000,0.00000000000,2008,11,29,2245,3,2009,26,263120,OBSTRUCT GOVRN OP-FALSE REPORT,0,0,1,1,5,67,3710,GRAND,0,,MOBILE GAS STATION,GAS STATION PUMP #10,0,0,March2009.dta,3710 GRAND
-1.79769313486232e+308,-1.79769313486232e+308,249,249,U,0.00000000000,A,,,-1,,,1224 NORHT 14TH STREET,78844,20jan2009,-75.09064026490,-29.19586699370,2009,1,20,730,4,2009,9,91123,SIMPLE ASSAULT-CHILD/NO INJURY,1,0,0,1,4,61,1224,NORHT 14TH STREET,0,4TH,PEABODY SCHOOL,,0,0,April2009.dta,1224 NORHT 14TH STREET
875023.583933413,1002011.78246208,250,250,M,100.00000000000,A,6717 DELOR ST,,108202,,PointAddress,6717 DELOR,78849,28jan2009,-18.92627112570,-29.69098234780,2009,1,28,2030,4,2009,7,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1,0,0,1,2,8,6717,DELOR,0,DELOR,,,0,0,April2009.dta,6717 DELOR
882492.845569663,1029017.02175857,251,251,M,100.00000000000,A,5610 VERNON AVE,,88962,,PointAddress,5610 VERNON,78853,31jan2009,-0.76972936642,-25.18718536590,2009,1,31,800,4,2009,4,44026,ASLT-AGGRV-HND/FST/FT-3RD-CHILD-DOMESTIC,1,0,0,1,7,48,5610,VERNON,0,KINGSHIGHWAY,,,0,0,April2009.dta,5610 VERNON
882492.845569663,1029017.02175857,252,252,M,100.00000000000,A,5610 VERNON AVE,,88962,,PointAddress,5610 VERNON,78854,31jan2009,-0.76972936642,-25.18718536590,2009,1,31,800,4,2009,4,44026,ASLT-AGGRV-HND/FST/FT-3RD-CHILD-DOMESTIC,0,0,1,1,7,48,5610,VERNON,0,KINGSHIGHWAY,,,0,0,April2009.dta,5610 VERNON
903832.636551414,1014805.64302915,253,253,M,100.00000000000,A,1525 CHOUTEAU AVE,,19827,,PointAddress,1525 CHOUTEAU,78862,13feb2009,-104.70082056700,-53.16798919320,2009,2,13,800,4,2009,10,101000,FORGERY,1,0,0,1,4,33,1525,CHOUTEAU,0,CHOUTEAU,SALAMAS MARKET,,0,0,April2009.dta,1525 CHOUTEAU
899133.706316747,1004838.56060115,254,254,M,100.00000000000,A,2214 CHEROKEE ST,,84673,,PointAddress,2214 CHEROKEE,78867,17feb2009,-92.53846110160,-52.60412037500,2009,2,17,1,4,2009,11,112010,FRAUD-CREDIT DEVICE/OVER $150,1,0,0,1,3,18,2214,CHEROKEE,0,CHEROKEE,,,0,0,April2009.dta,2214 CHEROKEE
888722.568018328,1043695.55933058,255,255,M,100.00000000000,A,5900 LILLIAN AVE,,135751,,PointAddress,5900 LILLIAN,78873,19feb2009,-68.70082056650,-53.16798919320,2009,2,19,1900,4,2009,2,21000,RAPE -- FORCIBLE,0,0,1,1,6,76,5900,LILLIAN,0,,,,0,0,April2009.dta,5900 LILLIAN
876081.728470661,1019106.68035882,256,256,M,100.00000000000,A,6900 CLAYTON AVE,,95274,,PointAddress,6900 CLAYTON AVE,78879,24feb2009,0.00000000000,0.00000000000,2009,2,24,1019,4,2009,10,101000,FORGERY,1,0,0,1,2,44,6900,CLAYTON AVE,0,CLAYTON,LINDELL BANK,,0,0,April2009.dta,6900 CLAYTON AVE
